# instance ta05, makespan 1231, lower bound 1224, best known 1224
# produced by conf_bj_j1_b10_60s run 7; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
209;13;14;11;1225;6;1231
210;14;0;7;34;94;128
211;14;1;5;203;18;221
212;14;2;0;221;54;275
213;14;3;10;275;42;317
214;14;4;2;317;70;387
215;14;5;3;393;29;422
216;14;6;9;422;43;465
217;14;7;6;470;50;520
218;14;8;11;664;75;739
219;14;9;8;791;70;861
220;14;10;1;861;40;901
221;14;11;4;932;48;980
222;14;12;14;980;1;981
223;14;13;12;983;27;1010
224;14;14;13;1055;12;1067
