# instance ta50, makespan 2000, lower bound 1833, best known 1923
# produced by open_backjump_300s run 2; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
271;13;11;17;648;93;741
272;13;12;1;741;32;773
273;13;13;18;856;74;930
274;13;14;2;959;18;977
275;13;15;19;977;37;1014
276;13;16;10;1233;28;1261
277;13;17;11;1291;47;1338
278;13;18;9;1405;98;1503
279;13;19;13;1503;65;1568
280;14;0;18;135;10;145
281;14;1;11;155;37;192
282;14;2;2;234;99;333
283;14;3;3;338;28;366
284;14;4;5;366;84;450
285;14;5;4;693;92;785
286;14;6;15;785;12;797
287;14;7;13;810;72;882
288;14;8;19;882;84;966
289;14;9;6;966;90;1056
290;14;10;1;1124;35;1159
291;14;11;14;1159;40;1199
292;14;12;0;1209;63;1272
293;14;13;12;1342;29;1371
294;14;14;8;1374;89;1463
295;14;15;9;1503;16;1519
296;14;16;16;1519;4;1523
297;14;17;7;1611;38;1649
298;14;18;10;1649;22;1671
299;14;19;17;1702;84;1786
300;15;0;10;0;41;41
301;15;1;13;41;38;79
302;15;2;16;96;71;167
303;15;3;8;449;65;514
304;15;4;17;559;86;645
305;15;5;11;780;30;810
306;15;6;7;810;57;867
307;15;7;5;895;71;966
308;15;8;14;1025;24;1049
309;15;9;15;1061;10;1071
310;15;10;6;1071;78;1149
311;15;11;3;1158;74;1232
312;15;12;0;1272;16;1288
313;15;13;19;1330;25;1355
314;15;14;18;1355;6;1361
315;15;15;2;1376;75;1451
316;15;16;4;1515;68;1583
317;15;17;12;1603;67;1670
318;15;18;1;1718;69;1787
319;15;19;9;1849;56;1905
320;16;0;2;92;46;138
321;16;1;10;244;79;323
322;16;2;19;382;36;418
323;16;3;7;418;13;431
324;16;4;18;432;3;435
325;16;5;4;607;57;664
326;16;6;6;671;79;750
327;16;7;5;752;53;805
328;16;8;0;805;11;816
329;16;9;11;895;45;940
330;16;10;13;948;39;987
331;16;11;1;1035;87;1122
332;16;12;9;1255;25;1280
333;16;13;12;1280;62;1342
334;16;14;8;1342;32;1374
335;16;15;16;1374;13;1387
336;16;16;14;1470;22;1492
337;16;17;3;1645;93;1738
338;16;18;15;1812;90;1902
339;16;19;17;1910;90;2000
340;17;0;1;0;64;64
341;17;1;13;79;70;149
342;17;2;11;192;9;201
343;17;3;2;333;92;425
344;17;4;3;499;15;514
345;17;5;18;521;32;553
346;17;6;17;553;6;559
347;17;7;9;618;96;714
348;17;8;16;732;51;783
349;17;9;6;783;87;870
350;17;10;12;927;49;976
351;17;11;15;976;75;1051
352;17;12;0;1051;84;1135
353;17;13;4;1217;1;1218
354;17;14;7;1271;10;1281
355;17;15;14;1281;39;1320
356;17;16;8;1320;3;1323
357;17;17;5;1323;89;1412
358;17;18;10;1489;13;1502
359;17;19;19;1650;21;1671
360;18;0;18;90;45;135
361;18;1;10;135;40;175
362;18;2;12;175;14;189
363;18;3;16;192;69;261
364;18;4;1;261;45;306
365;18;5;11;306;98;404
366;18;6;8;628;90;718
367;18;7;19;718;19;737
368;18;8;9;776;40;816
369;18;9;17;844;2;846
370;18;10;5;1092;47;1139
371;18;11;2;1139;70;1209
372;18;12;13;1354;46;1400
373;18;13;14;1400;70;1470
374;18;14;7;1470;93;1563
375;18;15;6;1614;70;1684
376;18;16;15;1697;93;1790
377;18;17;0;1818;33;1851
378;18;18;3;1875;9;1884
379;18;19;4;1884;85;1969
380;19;0;7;64;13;77
381;19;1;8;108;85;193
382;19;2;14;206;32;238
383;19;3;11;239;30;269
384;19;4;10;412;70;482
385;19;5;13;530;61;591
386;19;6;6;591;42;633
387;19;7;16;657;41;698
388;19;8;19;737;92;829
389;19;9;2;977;87;1064
390;19;10;18;1064;36;1100
391;19;11;3;1100;58;1158
392;19;12;5;1158;66;1224
393;19;13;4;1293;70;1363
394;19;14;1;1363;21;1384
395;19;15;12;1428;22;1450
396;19;16;15;1505;41;1546
397;19;17;0;1546;88;1634
398;19;18;9;1634;91;1725
399;19;19;17;1786;94;1880
400;20;0;11;0;19;19
401;20;1;6;125;51;176
402;20;2;17;176;8;184
403;20;3;8;193;94;287
404;20;4;4;408;72;480
405;20;5;12;480;99;579
406;20;6;1;579;18;597
407;20;7;0;648;39;687
408;20;8;19;687;30;717
409;20;9;9;1099;61;1160
410;20;10;16;1227;19;1246
411;20;11;18;1246;74;1320
412;20;12;2;1332;2;1334
413;20;13;3;1378;77;1455
414;20;14;10;1502;66;1568
415;20;15;15;1618;28;1646
416;20;16;14;1646;23;1669
417;20;17;7;1669;14;1683
418;20;18;5;1683;92;1775
419;20;19;13;1779;90;1869
420;21;0;16;0;96;96
421;21;1;19;134;92;226
422;21;2;4;226;34;260
423;21;3;5;260;10;270
424;21;4;3;270;68;338
425;21;5;18;338;94;432
426;21;6;15;483;62;545
427;21;7;8;545;83;628
428;21;8;13;669;26;695
429;21;9;0;695;87;782
430;21;10;10;797;29;826
431;21;11;14;826;95;921
432;21;12;11;940;30;970
433;21;13;1;986;49;1035
434;21;14;12;1111;43;1154
435;21;15;2;1209;85;1294
436;21;16;9;1294;1;1295
437;21;17;6;1323;60;1383
438;21;18;17;1389;80;1469
439;21;19;7;1563;48;1611
440;22;0;3;31;42;73
441;22;1;4;73;14;87
442;22;2;2;528;55;583
443;22;3;9;863;97;960
444;22;4;7;977;65;1042
445;22;5;16;1042;63;1105
446;22;6;0;1135;74;1209
447;22;7;5;1224;63;1287
448;22;8;13;1287;67;1354
449;22;9;11;1354;48;1402
450;22;10;8;1463;63;1526
451;22;11;14;1526;81;1607
452;22;12;18;1607;8;1615
453;22;13;10;1615;7;1622
454;22;14;17;1648;22;1670
455;22;15;6;1684;43;1727
456;22;16;12;1727;53;1780
457;22;17;15;1790;22;1812
458;22;18;1;1812;93;1905
459;22;19;19;1905;89;1994
460;23;0;7;50;14;64
461;23;1;2;90;2;92
462;23;2;14;111;8;119
463;23;3;5;119;22;141
464;23;4;6;197;93;290
465;23;5;9;320;59;379
466;23;6;10;397;15;412
467;23;7;15;412;9;421
468;23;8;3;428;10;438
469;23;9;16;464;81;545
470;23;10;18;553;85;638
471;23;11;12;648;62;710
472;23;12;11;710;70;780
473;23;13;17;780;64;844
474;23;14;0;844;93;937
475;23;15;8;1044;26;1070
476;23;16;4;1075;30;1105
477;23;17;13;1199;6;1205
478;23;18;19;1516;86;1602
479;23;19;1;1634;27;1661
480;24;0;17;32;10;42
481;24;1;11;82;39;121
482;24;2;18;145;56;201
483;24;3;7;211;23;234
484;24;4;12;284;44;328
485;24;5;4;480;93;573
486;24;6;10;579;90;669
487;24;7;3;669;99;768
488;24;8;8;964;80;1044
489;24;9;13;1152;47;1199
490;24;10;2;1294;38;1332
491;24;11;9;1332;15;1347
492;24;12;15;1359;41;1400
493;24;13;19;1418;26;1444
494;24;14;6;1485;48;1533
495;24;15;1;1533;52;1585
496;24;16;16;1675;75;1750
497;24;17;14;1750;65;1815
498;24;18;5;1875;4;1879
499;24;19;0;1911;57;1968
500;25;0;1;64;46;110
501;25;1;4;110;78;188
502;25;2;10;188;10;198
503;25;3;7;198;13;211
504;25;4;0;214;32;246
505;25;5;9;257;63;320
506;25;6;14;527;71;598
507;25;7;5;651;66;717
508;25;8;2;726;40;766
509;25;9;18;843;13;856
510;25;10;6;870;50;920
511;25;11;3;954;97;1051
512;25;12;19;1091;41;1132
513;25;13;16;1132;95;1227
514;25;14;11;1233;58;1291
515;25;15;12;1371;57;1428
516;25;16;15;1442;63;1505
517;25;17;17;1606;42;1648
518;25;18;13;1648;56;1704
519;25;19;8;1768;31;1799
520;26;0;10;41;88;129
521;26;1;14;238;2;240
522;26;2;12;328;34;362
523;26;3;6;362;19;381
524;26;4;18;435;86;521
525;26;5;2;636;90;726
526;26;6;13;726;84;810
527;26;7;8;924;40;964
528;26;8;9;973;52;1025
529;26;9;19;1025;66;1091
530;26;10;11;1091;76;1167
531;26;11;15;1198;62;1260
532;26;12;17;1314;27;1341
533;26;13;7;1341;28;1369
534;26;14;0;1415;5;1420
535;26;15;5;1420;72;1492
536;26;16;16;1545;54;1599
537;26;17;3;1599;46;1645
538;26;18;1;1661;57;1718
539;26;19;4;1718;66;1784
540;27;0;14;240;98;338
541;27;1;13;338;44;382
542;27;2;1;397;33;430
543;27;3;5;450;20;470
544;27;4;17;470;74;544
545;27;5;2;583;30;613
546;27;6;4;664;4;668
547;27;7;18;718;88;806
548;27;8;3;864;19;883
549;27;9;12;976;85;1061
550;27;10;19;1249;81;1330
551;27;11;0;1386;29;1415
552;27;12;10;1417;72;1489
553;27;13;9;1519;79;1598
554;27;14;11;1598;54;1652
555;27;15;8;1681;37;1718
556;27;16;7;1746;95;1841
557;27;17;15;1902;11;1913
558;27;18;16;1913;11;1924
559;27;19;6;1995;2;1997
560;28;0;5;0;48;48
561;28;1;11;48;34;82
562;28;2;16;167;25;192
563;28;3;12;192;26;218
564;28;4;15;218;53;271
565;28;5;10;482;97;579
566;28;6;0;579;26;605
567;28;7;2;613;23;636
568;28;8;14;640;36;676
569;28;9;4;676;17;693
570;28;10;8;718;65;783
571;28;11;1;783;97;880
572;28;12;18;930;5;935
573;28;13;9;960;13;973
574;28;14;17;1009;71;1080
575;28;15;7;1171;32;1203
576;28;16;19;1223;26;1249
577;28;17;6;1317;6;1323
578;28;18;3;1455;47;1502
579;28;19;13;1568;57;1625
580;29;0;19;0;22;22
581;29;1;14;119;87;206
582;29;2;4;260;89;349
583;29;3;8;391;41;432
584;29;4;0;440;70;510
585;29;5;1;510;35;545
586;29;6;15;545;95;640
587;29;7;9;714;62;776
588;29;8;3;807;57;864
589;29;9;12;875;52;927
590;29;10;6;927;18;945
591;29;11;13;987;94;1081
592;29;12;17;1081;60;1141
593;29;13;7;1281;34;1315
594;29;14;11;1402;87;1489
595;29;15;16;1523;22;1545
596;29;16;5;1545;96;1641
597;29;17;2;1641;59;1700
598;29;18;18;1733;81;1814
599;29;19;10;1814;90;1904
