# instance ta47, makespan 1954, lower bound 1807, best known 1889
# produced by open_backjump_300s run 4; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
349;17;9;16;1114;63;1177
350;17;10;19;1201;16;1217
351;17;11;10;1272;37;1309
352;17;12;4;1403;28;1431
353;17;13;17;1471;88;1559
354;17;14;5;1559;75;1634
355;17;15;18;1689;51;1740
356;17;16;14;1774;23;1797
357;17;17;2;1828;40;1868
358;17;18;0;1868;4;1872
359;17;19;11;1872;78;1950
360;18;0;11;0;53;53
361;18;1;10;77;30;107
362;18;2;15;124;85;209
363;18;3;12;209;8;217
364;18;4;7;217;67;284
365;18;5;19;301;35;336
366;18;6;9;336;58;394
367;18;7;4;398;29;427
368;18;8;8;441;54;495
369;18;9;2;495;16;511
370;18;10;1;648;58;706
371;18;11;5;713;73;786
372;18;12;6;796;15;811
373;18;13;3;813;82;895
374;18;14;17;895;76;971
375;18;15;13;996;88;1084
376;18;16;0;1084;71;1155
377;18;17;16;1177;57;1234
378;18;18;18;1519;63;1582
379;18;19;14;1760;13;1773
380;19;0;0;72;34;106
381;19;1;13;106;17;123
382;19;2;9;123;36;159
383;19;3;5;194;96;290
384;19;4;15;317;84;401
385;19;5;14;557;84;641
386;19;6;17;641;29;670
387;19;7;6;811;56;867
388;19;8;11;867;83;950
389;19;9;7;991;84;1075
390;19;10;12;1081;52;1133
391;19;11;2;1143;37;1180
392;19;12;10;1187;41;1228
393;19;13;16;1234;93;1327
394;19;14;1;1327;79;1406
395;19;15;19;1503;93;1596
396;19;16;4;1674;37;1711
397;19;17;8;1800;1;1801
398;19;18;18;1835;45;1880
399;19;19;3;1880;33;1913
400;20;0;14;0;19;19
401;20;1;2;28;79;107
402;20;2;13;123;43;166
403;20;3;16;172;43;215
404;20;4;9;215;64;279
405;20;5;19;299;2;301
406;20;6;7;375;14;389
407;20;7;6;527;58;585
408;20;8;18;585;47;632
409;20;9;15;632;23;655
410;20;10;4;681;93;774
411;20;11;17;774;19;793
412;20;12;0;870;57;927
413;20;13;12;988;77;1065
414;20;14;5;1159;32;1191
415;20;15;3;1211;61;1272
416;20;16;11;1280;27;1307
417;20;17;8;1307;25;1332
418;20;18;10;1591;52;1643
419;20;19;1;1643;53;1696
420;21;0;16;0;3;3
421;21;1;9;3;1;4
422;21;2;17;4;73;77
423;21;3;8;181;81;262
424;21;4;6;439;88;527
425;21;5;4;533;56;589
426;21;6;19;589;58;647
427;21;7;18;698;14;712
428;21;8;7;772;88;860
429;21;9;2;860;68;928
430;21;10;14;928;16;944
431;21;11;15;1050;78;1128
432;21;12;12;1133;48;1181
433;21;13;5;1191;30;1221
434;21;14;10;1449;68;1517
435;21;15;13;1543;5;1548
436;21;16;3;1551;47;1598
437;21;17;0;1598;28;1626
438;21;18;11;1784;71;1855
439;21;19;1;1874;19;1893
440;22;0;5;85;39;124
441;22;1;19;157;72;229
442;22;2;2;229;37;266
443;22;3;16;283;33;316
444;22;4;10;1050;53;1103
445;22;5;6;1142;95;1237
446;22;6;13;1274;8;1282
447;22;7;4;1303;13;1316
448;22;8;11;1342;23;1365
449;22;9;1;1406;40;1446
450;22;10;3;1446;15;1461
451;22;11;17;1465;6;1471
452;22;12;9;1492;25;1517
453;22;13;8;1536;1;1537
454;22;14;15;1544;22;1566
455;22;15;7;1566;30;1596
456;22;16;18;1679;10;1689
457;22;17;12;1690;7;1697
458;22;18;14;1701;59;1760
459;22;19;0;1872;14;1886
460;23;0;4;80;37;117
461;23;1;0;151;98;249
462;23;2;10;284;81;365
463;23;3;2;365;73;438
464;23;4;1;438;58;496
465;23;5;8;496;27;523
466;23;6;18;541;22;563
467;23;7;5;563;39;602
468;23;8;13;773;98;871
469;23;9;7;956;35;991
470;23;10;19;1025;98;1123
471;23;11;14;1123;73;1196
472;23;12;6;1249;25;1274
473;23;13;15;1292;73;1365
474;23;14;17;1393;72;1465
475;23;15;16;1557;79;1636
476;23;16;12;1636;54;1690
477;23;17;11;1690;94;1784
478;23;18;9;1892;27;1919
479;23;19;3;1919;30;1949
480;24;0;6;185;49;234
481;24;1;5;290;63;353
482;24;2;10;365;97;462
483;24;3;11;509;87;596
484;24;4;3;596;86;682
485;24;5;7;691;81;772
486;24;6;0;772;15;787
487;24;7;8;885;92;977
488;24;8;15;977;73;1050
489;24;9;9;1091;76;1167
490;24;10;17;1167;53;1220
491;24;11;4;1228;75;1303
492;24;12;2;1340;93;1433
493;24;13;19;1433;70;1503
494;24;14;16;1503;35;1538
495;24;15;12;1565;13;1578
496;24;16;13;1624;85;1709
497;24;17;18;1740;95;1835
498;24;18;1;1835;39;1874
499;24;19;14;1896;57;1953
500;25;0;18;0;34;34
501;25;1;9;34;42;76
502;25;2;0;357;63;420
503;25;3;11;436;73;509
504;25;4;14;551;6;557
505;25;5;4;610;71;681
506;25;6;1;734;76;810
507;25;7;5;817;86;903
508;25;8;19;928;97;1025
509;25;9;12;1065;16;1081
510;25;10;17;1106;54;1160
511;25;11;10;1228;44;1272
512;25;12;6;1274;49;1323
513;25;13;3;1323;94;1417
514;25;14;13;1451;92;1543
515;25;15;2;1556;24;1580
516;25;16;15;1590;31;1621
517;25;17;7;1693;72;1765
518;25;18;8;1765;35;1800
519;25;19;16;1886;46;1932
520;26;0;17;0;4;4
521;26;1;0;249;72;321
522;26;2;16;321;30;351
523;26;3;4;351;47;398
524;26;4;18;398;83;481
525;26;5;1;496;23;519
526;26;6;8;523;88;611
527;26;7;5;616;72;688
528;26;8;15;688;76;764
529;26;9;2;764;4;768
530;26;10;3;803;10;813
531;26;11;7;1075;89;1164
532;26;12;19;1217;75;1292
533;26;13;12;1292;75;1367
534;26;14;11;1367;24;1391
535;26;15;14;1411;63;1474
536;26;16;13;1548;76;1624
537;26;17;9;1726;77;1803
538;26;18;10;1803;36;1839
539;26;19;6;1839;88;1927
540;27;0;4;0;80;80
541;27;1;17;165;68;233
542;27;2;13;233;65;298
543;27;3;2;298;15;313
544;27;4;15;448;36;484
545;27;5;7;484;34;518
546;27;6;10;588;94;682
547;27;7;1;727;7;734
548;27;8;9;771;99;870
549;27;9;16;870;44;914
550;27;10;11;1042;72;1114
551;27;11;6;1237;12;1249
552;27;12;8;1249;33;1282
553;27;13;18;1381;77;1458
554;27;14;12;1458;24;1482
555;27;15;0;1482;57;1539
556;27;16;3;1663;68;1731
557;27;17;14;1773;1;1774
558;27;18;5;1779;3;1782
559;27;19;19;1920;6;1926
560;28;0;6;0;90;90
561;28;1;18;90;3;93
562;28;2;5;124;70;194
563;28;3;2;194;5;199
564;28;4;3;199;72;271
565;28;5;17;314;60;374
566;28;6;19;481;32;513
567;28;7;1;519;91;610
568;28;8;14;641;42;683
569;28;9;9;717;54;771
570;28;10;12;789;18;807
571;28;11;0;807;63;870
572;28;12;15;909;54;963
573;28;13;10;967;83;1050
574;28;14;4;1059;92;1151
575;28;15;13;1217;57;1274
576;28;16;16;1327;96;1423
577;28;17;11;1423;11;1434
578;28;18;8;1603;98;1701
579;28;19;7;1852;47;1899
580;29;0;10;0;77;77
581;29;1;11;119;33;152
582;29;2;17;462;66;528
583;29;3;3;528;68;596
584;29;4;6;1043;99;1142
585;29;5;7;1229;47;1276
586;29;6;5;1278;52;1330
587;29;7;12;1367;88;1455
588;29;8;14;1474;4;1478
589;29;9;1;1478;71;1549
590;29;10;9;1549;20;1569
591;29;11;18;1582;29;1611
592;29;12;15;1621;82;1703
593;29;13;0;1703;11;1714
594;29;14;13;1722;16;1738
595;29;15;19;1767;57;1824
596;29;16;2;1824;4;1828
597;29;17;4;1828;18;1846
598;29;18;16;1857;29;1886
599;29;19;8;1886;68;1954
