# instance ta18, makespan 1423, lower bound 1377, best known 1396
# produced by open_baseline_300s run 3; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
141;9;6;9;707;74;781
142;9;7;7;855;46;901
143;9;8;11;915;85;1000
144;9;9;6;1005;98;1103
145;9;10;3;1103;74;1177
146;9;11;13;1182;12;1194
147;9;12;1;1194;71;1265
148;9;13;12;1265;65;1330
149;9;14;8;1330;25;1355
150;10;0;1;64;3;67
151;10;1;3;96;40;136
152;10;2;11;155;81;236
153;10;3;0;263;74;337
154;10;4;9;352;67;419
155;10;5;5;534;93;627
156;10;6;2;627;76;703
157;10;7;14;835;16;851
158;10;8;6;851;12;863
159;10;9;7;903;67;970
160;10;10;8;970;52;1022
161;10;11;12;1085;20;1105
162;10;12;13;1158;24;1182
163;10;13;10;1253;71;1324
164;10;14;4;1324;90;1414
165;11;0;12;76;13;89
166;11;1;8;142;59;201
167;11;2;3;221;95;316
168;11;3;10;316;79;395
169;11;4;2;395;46;441
170;11;5;0;441;16;457
171;11;6;7;457;67;524
172;11;7;9;792;67;859
173;11;8;14;859;64;923
174;11;9;5;923;85;1008
175;11;10;4;1031;85;1116
176;11;11;1;1116;27;1143
177;11;12;11;1143;26;1169
178;11;13;13;1208;56;1264
179;11;14;6;1340;1;1341
180;12;0;1;0;64;64
181;12;1;6;64;1;65
182;12;2;14;65;29;94
183;12;3;2;238;66;304
184;12;4;11;304;32;336
185;12;5;4;336;35;371
186;12;6;8;397;8;405
187;12;7;3;409;26;435
188;12;8;13;453;94;547
189;12;9;10;758;94;852
190;12;10;0;859;62;921
191;12;11;9;921;42;963
192;12;12;12;963;60;1023
193;12;13;7;1123;56;1179
194;12;14;5;1179;7;1186
195;13;0;1;179;3;182
196;13;1;4;182;7;189
197;13;2;9;245;40;285
198;13;3;3;316;93;409
199;13;4;11;409;55;464
200;13;5;14;541;75;616
201;13;6;8;711;25;736
202;13;7;0;795;21;816
203;13;8;13;954;30;984
204;13;9;10;992;82;1074
205;13;10;2;1107;1;1108
206;13;11;6;1128;58;1186
207;13;12;5;1186;53;1239
208;13;13;7;1239;88;1327
209;13;14;12;1404;19;1423
210;14;0;2;0;66;66
211;14;1;7;66;88;154
212;14;2;3;154;48;202
213;14;3;1;365;77;442
214;14;4;8;477;38;515
215;14;5;4;607;78;685
216;14;6;14;685;16;701
217;14;7;11;701;41;742
218;14;8;12;742;93;835
219;14;9;5;877;38;915
220;14;10;10;940;25;965
221;14;11;0;1070;51;1121
222;14;12;13;1194;14;1208
223;14;13;6;1242;98;1340
224;14;14;9;1340;61;1401
225;15;0;10;0;33;33
226;15;1;2;66;23;89
227;15;2;4;89;7;96
228;15;3;6;96;60;156
229;15;4;1;224;74;298
230;15;5;9;298;54;352
231;15;6;7;373;2;375
232;15;7;12;375;22;397
233;15;8;3;435;32;467
234;15;9;11;524;15;539
235;15;10;13;547;79;626
236;15;11;14;923;83;1006
237;15;12;5;1008;69;1077
238;15;13;8;1077;41;1118
239;15;14;0;1292;19;1311
240;16;0;2;176;61;237
241;16;1;0;237;26;263
242;16;2;5;263;66;329
243;16;3;14;329;85;414
244;16;4;4;416;34;450
245;16;5;6;450;15;465
246;16;6;11;465;59;524
247;16;7;10;530;75;605
248;16;8;8;605;3;608
249;16;9;7;625;80;705
250;16;10;13;749;39;788
251;16;11;1;816;69;885
252;16;12;3;897;6;903
253;16;13;9;997;73;1070
254;16;14;12;1105;65;1170
255;17;0;3;0;96;96
256;17;1;0;97;6;103
257;17;2;11;103;52;155
258;17;3;14;163;22;185
259;17;4;5;185;35;220
260;17;5;10;220;79;299
261;17;6;4;299;16;315
262;17;7;13;315;72;387
263;17;8;9;678;29;707
264;17;9;6;712;26;738
265;17;10;8;815;52;867
266;17;11;1;885;58;943
267;17;12;7;1066;57;1123
268;17;13;2;1167;31;1198
269;17;14;12;1330;74;1404
270;18;0;1;67;42;109
271;18;1;0;133;79;212
272;18;2;7;242;84;326
273;18;3;5;329;25;354
274;18;4;9;419;70;489
275;18;5;8;515;90;605
276;18;6;14;616;8;624
277;18;7;13;626;60;686
278;18;8;2;703;81;784
279;18;9;10;852;88;940
280;18;10;4;1019;11;1030
281;18;11;3;1030;71;1101
282;18;12;12;1170;61;1231
283;18;13;11;1272;49;1321
284;18;14;6;1341;81;1422
285;19;0;1;313;52;365
286;19;1;12;365;3;368
287;19;2;14;414;57;471
288;19;3;4;471;66;537
289;19;4;7;537;88;625
290;19;5;9;636;42;678
291;19;6;8;688;23;711
292;19;7;3;751;72;823
293;19;8;6;863;97;960
294;19;9;0;979;91;1070
295;19;10;10;1074;50;1124
296;19;11;2;1124;43;1167
297;19;12;11;1169;82;1251
298;19;13;13;1264;62;1326
299;19;14;5;1326;27;1353
