# instance ta25, makespan 1622, lower bound 1558, best known 1595
# produced by open_backjump_300s run 1; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
72;3;12;1;1111;91;1202
73;3;13;10;1206;7;1213
74;3;14;18;1213;95;1308
75;3;15;3;1311;91;1402
76;3;16;2;1402;91;1493
77;3;17;5;1493;14;1507
78;3;18;12;1507;46;1553
79;3;19;14;1567;49;1616
80;4;0;11;248;62;310
81;4;1;19;310;88;398
82;4;2;16;398;2;400
83;4;3;0;400;12;412
84;4;4;8;412;68;480
85;4;5;5;506;99;605
86;4;6;2;731;46;777
87;4;7;10;777;35;812
88;4;8;18;812;87;899
89;4;9;13;915;53;968
90;4;10;9;981;60;1041
91;4;11;3;1057;54;1111
92;4;12;12;1141;99;1240
93;4;13;15;1240;59;1299
94;4;14;7;1299;10;1309
95;4;15;4;1330;34;1364
96;4;16;1;1364;67;1431
97;4;17;17;1431;31;1462
98;4;18;6;1462;52;1514
99;4;19;14;1514;53;1567
100;5;0;11;150;21;171
101;5;1;9;204;92;296
102;5;2;16;296;33;329
103;5;3;7;329;8;337
104;5;4;6;510;9;519
105;5;5;15;519;51;570
106;5;6;1;570;44;614
107;5;7;19;614;1;615
108;5;8;10;625;69;694
109;5;9;18;694;83;777
110;5;10;8;777;17;794
111;5;11;17;978;86;1064
112;5;12;2;1064;51;1115
113;5;13;14;1140;95;1235
114;5;14;4;1235;40;1275
115;5;15;12;1366;32;1398
116;5;16;13;1398;84;1482
117;5;17;3;1489;54;1543
118;5;18;0;1543;3;1546
119;5;19;5;1546;31;1577
120;6;0;3;0;46;46
121;6;1;12;52;87;139
122;6;2;2;139;45;184
123;6;3;7;184;62;246
124;6;4;16;246;10;256
125;6;5;14;264;19;283
126;6;6;15;283;3;286
127;6;7;9;296;69;365
128;6;8;19;398;51;449
129;6;9;18;546;56;602
130;6;10;1;733;20;753
131;6;11;5;868;51;919
132;6;12;0;1153;41;1194
133;6;13;10;1194;12;1206
134;6;14;11;1211;6;1217
135;6;15;8;1253;45;1298
136;6;16;13;1298;17;1315
137;6;17;6;1315;2;1317
138;6;18;17;1317;93;1410
139;6;19;4;1415;39;1454
140;7;0;18;0;10;10
141;7;1;12;198;82;280
142;7;2;0;280;44;324
143;7;3;9;365;22;387
144;7;4;3;387;9;396
145;7;5;7;396;55;451
146;7;6;16;451;29;480
147;7;7;8;480;3;483
148;7;8;4;483;3;486
149;7;9;17;486;77;563
150;7;10;11;563;78;641
151;7;11;10;812;43;855
152;7;12;5;859;9;868
153;7;13;2;967;84;1051
154;7;14;14;1051;1;1052
155;7;15;15;1052;11;1063
156;7;16;6;1091;59;1150
157;7;17;19;1237;97;1334
158;7;18;1;1334;23;1357
159;7;19;13;1482;83;1565
160;8;0;0;0;3;3
161;8;1;17;133;89;222
162;8;2;8;222;34;256
163;8;3;12;280;4;284
164;8;4;6;519;94;613
165;8;5;15;613;10;623
166;8;6;13;623;90;713
167;8;7;1;753;16;769
168;8;8;9;786;18;804
169;8;9;5;804;55;859
170;8;10;11;859;69;928
171;8;11;2;928;39;967
172;8;12;18;1034;99;1133
173;8;13;3;1133;77;1210
174;8;14;7;1210;65;1275
175;8;15;4;1275;55;1330
176;8;16;16;1336;27;1363
177;8;17;10;1400;84;1484
178;8;18;19;1524;94;1618
179;8;19;14;1618;2;1620
180;9;0;11;65;85;150
181;9;1;18;150;98;248
182;9;2;5;348;6;354
183;9;3;6;358;74;432
184;9;4;0;432;24;456
185;9;5;10;462;54;516
186;9;6;2;530;85;615
187;9;7;1;615;7;622
188;9;8;15;623;60;683
189;9;9;14;683;49;732
190;9;10;3;732;92;824
191;9;11;12;824;59;883
192;9;12;4;883;26;909
193;9;13;19;909;97;1006
194;9;14;16;1006;87;1093
195;9;15;8;1134;28;1162
196;9;16;13;1162;81;1243
197;9;17;7;1365;46;1411
198;9;18;17;1411;4;1415
199;9;19;9;1466;82;1548
200;10;0;13;0;49;49
201;10;1;7;66;99;165
202;10;2;6;204;92;296
203;10;3;17;296;55;351
204;10;4;15;351;38;389
205;10;5;10;389;23;412
206;10;6;2;429;97;526
207;10;7;19;615;42;657
208;10;8;12;657;94;751
209;10;9;11;757;95;852
210;10;10;1;936;93;1029
211;10;11;16;1093;31;1124
212;10;12;8;1162;91;1253
213;10;13;14;1253;3;1256
214;10;14;3;1260;30;1290
215;10;15;0;1290;28;1318
216;10;16;5;1318;56;1374
217;10;17;4;1394;21;1415
218;10;18;9;1415;51;1466
219;10;19;18;1531;22;1553
220;11;0;6;153;51;204
221;11;1;19;237;65;302
222;11;2;12;391;71;462
223;11;3;13;462;81;543
224;11;4;5;605;56;661
225;11;5;10;694;45;739
226;11;6;9;745;41;786
227;11;7;18;786;26;812
228;11;8;14;812;52;864
229;11;9;16;903;88;991
230;11;10;7;1111;97;1208
231;11;11;11;1208;3;1211
232;11;12;0;1211;32;1243
233;11;13;2;1243;16;1259
234;11;14;3;1290;1;1291
235;11;15;15;1373;13;1386
236;11;16;4;1386;8;1394
237;11;17;17;1462;50;1512
238;11;18;1;1512;66;1578
239;11;19;8;1578;5;1583
240;12;0;6;0;93;93
241;12;1;9;93;78;171
242;12;2;10;171;90;261
243;12;3;14;283;25;308
244;12;4;12;308;83;391
245;12;5;5;391;40;431
246;12;6;11;433;83;516
247;12;7;7;516;67;583
248;12;8;2;615;59;674
249;12;9;17;689;90;779
250;12;10;19;800;91;891
251;12;11;4;909;50;959
252;12;12;15;982;22;1004
253;12;13;0;1004;9;1013
254;12;14;1;1058;12;1070
255;12;15;13;1070;28;1098
256;12;16;16;1124;28;1152
257;12;17;3;1210;40;1250
258;12;18;18;1391;43;1434
259;12;19;8;1452;29;1481
260;13;0;11;0;65;65
261;13;1;19;65;30;95
262;13;2;5;112;14;126
263;13;3;7;246;33;279
264;13;4;10;412;50;462
265;13;5;9;474;91;565
266;13;6;15;589;19;608
267;13;7;4;608;50;658
268;13;8;2;841;86;927
269;13;9;14;927;83;1010
270;13;10;6;1010;13;1023
271;13;11;12;1023;49;1072
272;13;12;0;1072;30;1102
273;13;13;13;1102;43;1145
274;13;14;16;1161;46;1207
275;13;15;17;1212;67;1279
276;13;16;1;1308;6;1314
277;13;17;18;1314;77;1391
278;13;18;3;1402;87;1489
279;13;19;8;1489;64;1553
280;14;0;9;0;92;92
281;14;1;19;95;96;191
282;14;2;5;191;76;267
283;14;3;10;335;42;377
284;14;4;4;377;39;416
285;14;5;11;416;17;433
286;14;6;0;456;46;502
287;14;7;6;613;61;674
288;14;8;2;674;17;691
289;14;9;3;691;29;720
290;14;10;7;720;69;789
291;14;11;13;794;58;852
292;14;12;1;867;69;936
293;14;13;18;936;98;1034
294;14;14;8;1034;60;1094
295;14;15;15;1094;97;1191
296;14;16;16;1363;76;1439
297;14;17;14;1439;41;1480
298;14;18;17;1512;55;1567
299;14;19;12;1567;32;1599
300;15;0;7;29;37;66
301;15;1;4;66;38;104
302;15;2;6;433;77;510
303;15;3;2;526;4;530
304;15;4;3;530;72;602
305;15;5;18;602;31;633
306;15;6;0;633;32;665
307;15;7;5;665;98;763
308;15;8;1;769;44;813
309;15;9;8;813;65;878
310;15;10;13;878;16;894
311;15;11;17;894;84;978
312;15;12;11;978;60;1038
313;15;13;14;1052;88;1140
314;15;14;19;1140;20;1160
315;15;15;16;1214;60;1274
316;15;16;12;1274;92;1366
317;15;17;15;1386;91;1477
318;15;18;10;1484;72;1556
319;15;19;9;1556;58;1614
320;16;0;15;0;15;15
321;16;1;12;15;37;52
322;16;2;5;54;51;105
323;16;3;2;105;9;114
324;16;4;8;114;15;129
325;16;5;7;165;14;179
326;16;6;14;481;73;554
327;16;7;9;565;93;658
328;16;8;4;658;79;737
329;16;9;3;824;63;887
330;16;10;13;894;21;915
331;16;11;6;1023;68;1091
332;16;12;16;1152;9;1161
333;16;13;17;1161;51;1212
334;16;14;19;1212;25;1237
335;16;15;1;1251;57;1308
336;16;16;11;1308;41;1349
337;16;17;10;1349;51;1400
338;16;18;18;1434;80;1514
339;16;19;0;1514;20;1534
340;17;0;19;0;50;50
341;17;1;13;50;50;100
342;17;2;9;185;19;204
343;17;3;5;267;81;348
344;17;4;6;432;1;433
345;17;5;4;433;6;439
346;17;6;8;483;15;498
347;17;7;3;498;30;528
348;17;8;15;570;19;589
349;17;9;10;589;36;625
350;17;10;2;777;64;841
351;17;11;12;883;76;959
352;17;12;0;959;40;999
353;17;13;1;1070;32;1102
354;17;14;18;1133;77;1210
355;17;15;16;1274;62;1336
356;17;16;14;1336;52;1388
357;17;17;11;1388;7;1395
358;17;18;7;1411;97;1508
359;17;19;17;1567;40;1607
360;18;0;7;0;29;29
361;18;1;17;29;35;64
362;18;2;5;105;7;112
363;18;3;12;139;59;198
364;18;4;4;198;1;199
365;18;5;14;199;65;264
366;18;6;13;264;92;356
367;18;7;2;390;39;429
368;18;8;18;633;56;689
369;18;9;9;888;93;981
370;18;10;1;1029;29;1058
371;18;11;11;1058;54;1112
372;18;12;0;1112;41;1153
373;18;13;6;1153;54;1207
374;18;14;16;1207;7;1214
375;18;15;10;1214;85;1299
376;18;16;15;1299;74;1373
377;18;17;8;1373;79;1452
378;18;18;19;1452;72;1524
379;18;19;3;1543;79;1622
380;19;0;8;0;31;31
381;19;1;14;31;9;40
382;19;2;11;334;76;410
383;19;3;18;410;54;464
384;19;4;15;464;44;508
385;19;5;16;508;39;547
386;19;6;19;547;48;595
387;19;7;13;599;17;616
388;19;8;17;616;4;620
389;19;9;1;622;13;635
390;19;10;9;658;87;745
391;19;11;5;763;24;787
392;19;12;6;787;68;855
393;19;13;0;856;84;940
394;19;14;3;975;82;1057
395;19;15;4;1057;1;1058
396;19;16;10;1058;4;1062
397;19;17;2;1115;60;1175
398;19;18;7;1309;56;1365
399;19;19;12;1398;58;1456
