# instance ta32, makespan 1835, lower bound 1774, best known 1784
# produced by open_baseline_300s run 5; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
267;17;12;13;1593;62;1655
268;17;13;14;1655;58;1713
269;17;14;4;1743;81;1824
270;18;0;5;0;5;5
271;18;1;12;5;42;47
272;18;2;3;47;63;110
273;18;3;0;207;42;249
274;18;4;13;249;28;277
275;18;5;10;303;40;343
276;18;6;7;370;36;406
277;18;7;9;453;49;502
278;18;8;6;502;65;567
279;18;9;14;634;6;640
280;18;10;1;640;14;654
281;18;11;4;658;20;678
282;18;12;2;740;85;825
283;18;13;8;841;41;882
284;18;14;11;896;70;966
285;19;0;5;70;7;77
286;19;1;10;79;36;115
287;19;2;11;115;54;169
288;19;3;7;169;91;260
289;19;4;4;260;98;358
290;19;5;6;372;31;403
291;19;6;9;583;33;616
292;19;7;0;797;72;869
293;19;8;8;965;21;986
294;19;9;12;1143;61;1204
295;19;10;2;1284;1;1285
296;19;11;3;1377;30;1407
297;19;12;1;1429;85;1514
298;19;13;13;1514;79;1593
299;19;14;14;1620;32;1652
300;20;0;10;0;79;79
301;20;1;14;110;82;192
302;20;2;3;476;49;525
303;20;3;1;571;51;622
304;20;4;11;703;43;746
305;20;5;13;764;16;780
306;20;6;9;895;44;939
307;20;7;12;962;62;1024
308;20;8;6;1071;20;1091
309;20;9;8;1166;12;1178
310;20;10;0;1194;7;1201
311;20;11;5;1219;1;1220
312;20;12;2;1220;64;1284
313;20;13;7;1308;21;1329
314;20;14;4;1342;37;1379
315;21;0;14;359;94;453
316;21;1;12;531;75;606
317;21;2;8;644;56;700
318;21;3;13;700;25;725
319;21;4;6;747;89;836
320;21;5;9;939;72;1011
321;21;6;5;1011;84;1095
322;21;7;2;1099;71;1170
323;21;8;7;1234;74;1308
324;21;9;10;1308;83;1391
325;21;10;3;1462;6;1468
326;21;11;1;1514;69;1583
327;21;12;4;1629;87;1716
328;21;13;11;1722;19;1741
329;21;14;0;1751;68;1819
330;22;0;11;231;7;238
331;22;1;8;266;29;295
332;22;2;7;318;15;333
333;22;3;6;369;3;372
334;22;4;0;397;62;459
335;22;5;9;530;53;583
336;22;6;13;589;92;681
337;22;7;10;712;1;713
338;22;8;12;713;27;740
339;22;9;5;918;21;939
340;22;10;2;971;66;1037
341;22;11;14;1037;92;1129
342;22;12;1;1224;19;1243
343;22;13;4;1287;22;1309
344;22;14;3;1577;48;1625
345;23;0;1;0;75;75
346;23;1;9;161;12;173
347;23;2;12;215;46;261
348;23;3;7;333;37;370
349;23;4;5;594;72;666
350;23;5;8;700;35;735
351;23;6;13;852;6;858
352;23;7;2;1067;32;1099
353;23;8;3;1412;50;1462
354;23;9;14;1462;33;1495
355;23;10;6;1495;14;1509
356;23;11;0;1540;34;1574
357;23;12;10;1578;93;1671
358;23;13;11;1741;83;1824
359;23;14;4;1824;11;1835
360;24;0;2;0;87;87
361;24;1;5;137;56;193
362;24;2;13;277;70;347
363;24;3;0;459;81;540
364;24;4;9;741;80;821
365;24;5;3;1033;58;1091
366;24;6;8;1091;75;1166
367;24;7;1;1176;48;1224
368;24;8;12;1250;55;1305
369;24;9;14;1315;92;1407
370;24;10;6;1478;9;1487
371;24;11;4;1521;16;1537
372;24;12;10;1537;41;1578
373;24;13;11;1651;71;1722
374;24;14;7;1722;63;1785
375;25;0;1;122;29;151
376;25;1;8;200;66;266
377;25;2;7;266;18;284
378;25;3;14;530;55;585
379;25;4;10;713;53;766
380;25;5;3;1091;81;1172
381;25;6;5;1172;47;1219
382;25;7;6;1219;86;1305
383;25;8;4;1309;33;1342
384;25;9;12;1384;30;1414
385;25;10;13;1417;75;1492
386;25;11;11;1513;73;1586
387;25;12;0;1586;27;1613
388;25;13;2;1613;51;1664
389;25;14;9;1664;67;1731
390;26;0;2;87;60;147
391;26;1;14;244;17;261
392;26;2;3;298;18;316
393;26;3;13;347;61;408
394;26;4;10;515;82;597
395;26;5;5;666;72;738
396;26;6;12;766;5;771
397;26;7;7;802;92;894
398;26;8;1;896;75;971
399;26;9;8;1178;91;1269
400;26;10;0;1386;89;1475
401;26;11;11;1478;35;1513
402;26;12;4;1576;53;1629
403;26;13;6;1652;68;1720
404;26;14;9;1731;85;1816
405;27;0;14;0;82;82
406;27;1;4;188;54;242
407;27;2;3;380;96;476
408;27;3;2;491;19;510
409;27;4;9;510;20;530
410;27;5;0;550;67;617
411;27;6;8;617;27;644
412;27;7;6;661;77;738
413;27;8;7;743;59;802
414;27;9;11;802;87;889
415;27;10;1;971;40;1011
416;27;11;13;1088;7;1095
417;27;12;12;1204;46;1250
418;27;13;5;1250;32;1282
419;27;14;10;1391;84;1475
420;28;0;9;92;69;161
421;28;1;12;163;52;215
422;28;2;5;240;26;266
423;28;3;4;358;65;423
424;28;4;2;577;89;666
425;28;5;3;810;51;861
426;28;6;0;869;79;948
427;28;7;13;951;51;1002
428;28;8;8;1026;27;1053
429;28;9;7;1073;91;1164
430;28;10;6;1176;23;1199
431;28;11;10;1220;59;1279
432;28;12;1;1300;99;1399
433;28;13;11;1427;51;1478
434;28;14;14;1765;70;1835
435;29;0;11;169;62;231
436;29;1;6;231;57;288
437;29;2;7;288;30;318
438;29;3;8;346;5;351
439;29;4;5;354;30;384
440;29;5;14;621;13;634
441;29;6;13;725;39;764
442;29;7;3;779;31;810
443;29;8;10;810;16;826
444;29;9;1;828;68;896
445;29;10;12;1024;32;1056
446;29;11;0;1062;83;1145
447;29;12;2;1207;4;1211
448;29;13;9;1535;27;1562
449;29;14;4;1716;27;1743
