# instance ta03, makespan 1218, lower bound 1218, best known 1218
# produced by conf_bj_j3_b5_60s run 5; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
132;8;12;7;1063;61;1124
133;8;13;2;1143;59;1202
134;8;14;4;1202;16;1218
135;9;0;9;0;27;27
136;9;1;0;78;4;82
137;9;2;3;82;35;117
138;9;3;10;117;80;197
139;9;4;12;256;49;305
140;9;5;13;305;46;351
141;9;6;5;376;84;460
142;9;7;1;470;46;516
143;9;8;6;516;96;612
144;9;9;14;642;72;714
145;9;10;8;714;18;732
146;9;11;11;732;23;755
147;9;12;2;755;96;851
148;9;13;7;867;74;941
149;9;14;4;1100;23;1123
150;10;0;7;143;36;179
151;10;1;2;187;17;204
152;10;2;1;222;81;303
153;10;3;12;305;67;372
154;10;4;3;372;47;419
155;10;5;14;575;5;580
156;10;6;4;619;51;670
157;10;7;6;670;23;693
158;10;8;5;710;82;792
159;10;9;9;848;35;883
160;10;10;8;906;96;1002
161;10;11;13;1005;7;1012
162;10;12;10;1012;54;1066
163;10;13;0;1066;92;1158
164;10;14;11;1158;38;1196
165;11;0;0;0;78;78
166;11;1;8;78;58;136
167;11;2;14;136;62;198
168;11;3;12;198;43;241
169;11;4;9;241;1;242
170;11;5;5;242;56;298
171;11;6;6;431;76;507
172;11;7;10;507;49;556
173;11;8;7;556;80;636
174;11;9;11;636;26;662
175;11;10;3;855;79;934
176;11;11;4;992;9;1001
177;11;12;1;1001;24;1025
178;11;13;13;1025;24;1049
179;11;14;2;1101;42;1143
180;12;0;8;0;38;38
181;12;1;12;83;86;169
182;12;2;10;197;38;235
183;12;3;11;281;38;319
184;12;4;14;412;83;495
185;12;5;3;507;36;543
186;12;6;6;612;11;623
187;12;7;1;623;17;640
188;12;8;4;688;99;787
189;12;9;5;792;14;806
190;12;10;0;816;57;873
191;12;11;9;883;64;947
192;12;12;13;947;58;1005
193;12;13;2;1005;96;1101
194;12;14;7;1124;17;1141
195;13;0;13;33;10;43
196;13;1;2;243;86;329
197;13;2;11;329;93;422
198;13;3;0;422;63;485
199;13;4;14;495;61;556
200;13;5;10;556;62;618
201;13;6;3;628;75;703
202;13;7;1;703;90;793
203;13;8;12;793;40;833
204;13;9;4;833;77;910
205;13;10;5;910;8;918
206;13;11;6;918;27;945
207;13;12;7;945;96;1041
208;13;13;9;1041;69;1110
209;13;14;8;1110;64;1174
210;14;0;1;62;73;135
211;14;1;13;135;12;147
212;14;2;0;147;14;161
213;14;3;11;163;71;234
214;14;4;2;234;3;237
215;14;5;10;239;47;286
216;14;6;4;286;84;370
217;14;7;8;447;84;531
218;14;8;3;543;53;596
219;14;9;5;596;58;654
220;14;10;7;654;95;749
221;14;11;6;831;87;918
222;14;12;9;947;90;1037
223;14;13;12;1037;68;1105
224;14;14;14;1105;75;1180
