# instance ta09, makespan 1291, lower bound 1274, best known 1274
# produced by baseline_quick run 3; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
160;10;10;7;727;58;785
161;10;11;11;804;35;839
162;10;12;3;866;79;945
163;10;13;6;1136;43;1179
164;10;14;9;1179;86;1265
165;11;0;4;0;50;50
166;11;1;13;50;64;114
167;11;2;3;114;88;202
168;11;3;1;202;57;259
169;11;4;11;259;25;284
170;11;5;8;284;73;357
171;11;6;9;398;18;416
172;11;7;7;416;4;420
173;11;8;0;516;69;585
174;11;9;2;609;40;649
175;11;10;6;689;28;717
176;11;11;10;807;37;844
177;11;12;5;844;42;886
178;11;13;12;886;82;968
179;11;14;14;968;83;1051
180;12;0;11;0;2;2
181;12;1;9;79;41;120
182;12;2;1;168;13;181
183;12;3;8;181;75;256
184;12;4;12;256;31;287
185;12;5;14;411;66;477
186;12;6;2;485;72;557
187;12;7;10;557;66;623
188;12;8;7;623;96;719
189;12;9;0;773;45;818
190;12;10;13;818;29;847
191;12;11;6;875;49;924
192;12;12;3;945;96;1041
193;12;13;5;1068;50;1118
194;12;14;4;1118;38;1156
195;13;0;1;0;80;80
196;13;1;4;90;90;180
197;13;2;5;188;36;224
198;13;3;6;224;50;274
199;13;4;11;284;76;360
200;13;5;3;389;15;404
201;13;6;9;550;31;581
202;13;7;10;718;89;807
203;13;8;8;807;87;894
204;13;9;2;919;55;974
205;13;10;7;1012;49;1061
206;13;11;13;1061;23;1084
207;13;12;14;1131;19;1150
208;13;13;12;1150;38;1188
209;13;14;0;1188;93;1281
210;14;0;13;114;75;189
211;14;1;2;189;45;234
212;14;2;4;286;75;361
213;14;3;12;361;72;433
214;14;4;7;459;65;524
215;14;5;3;524;6;530
216;14;6;8;530;16;546
217;14;7;0;585;24;609
218;14;8;11;630;24;654
219;14;9;14;654;44;698
220;14;10;9;698;4;702
221;14;11;6;773;22;795
222;14;12;1;857;99;956
223;14;13;5;956;10;966
224;14;14;10;1050;85;1135
