# instance ta40, makespan 1703, lower bound 1651, best known 1669
# produced by open_baseline_300s run 3; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
267;17;12;6;1137;7;1144
268;17;13;5;1268;51;1319
269;17;14;10;1387;66;1453
270;18;0;7;0;77;77
271;18;1;0;252;3;255
272;18;2;3;255;11;266
273;18;3;8;307;23;330
274;18;4;2;572;56;628
275;18;5;4;663;30;693
276;18;6;10;794;77;871
277;18;7;1;871;64;935
278;18;8;13;1084;52;1136
279;18;9;5;1170;70;1240
280;18;10;6;1257;3;1260
281;18;11;12;1379;97;1476
282;18;12;14;1495;93;1588
283;18;13;11;1588;54;1642
284;18;14;9;1666;15;1681
285;19;0;0;251;1;252
286;19;1;1;252;22;274
287;19;2;11;350;99;449
288;19;3;14;542;34;576
289;19;4;5;595;48;643
290;19;5;2;680;15;695
291;19;6;9;728;9;737
292;19;7;13;838;67;905
293;19;8;8;954;85;1039
294;19;9;4;1093;41;1134
295;19;10;6;1144;13;1157
296;19;11;10;1157;48;1205
297;19;12;12;1235;7;1242
298;19;13;3;1243;66;1309
299;19;14;7;1557;55;1612
300;20;0;12;0;44;44
301;20;1;11;71;94;165
302;20;2;13;179;33;212
303;20;3;10;257;28;285
304;20;4;14;287;23;310
305;20;5;4;358;31;389
306;20;6;8;389;10;399
307;20;7;1;503;15;518
308;20;8;9;518;50;568
309;20;9;3;568;68;636
310;20;10;7;838;7;845
311;20;11;5;945;50;995
312;20;12;0;995;79;1074
313;20;13;6;1181;76;1257
314;20;14;2;1257;89;1346
315;21;0;10;184;73;257
316;21;1;0;257;2;259
317;21;2;1;274;76;350
318;21;3;4;389;26;415
319;21;4;14;440;50;490
320;21;5;13;490;93;583
321;21;6;7;583;93;676
322;21;7;9;837;35;872
323;21;8;2;985;64;1049
324;21;9;3;1096;42;1138
325;21;10;11;1224;17;1241
326;21;11;12;1302;26;1328
327;21;12;8;1427;60;1487
328;21;13;5;1504;73;1577
329;21;14;6;1643;57;1700
330;22;0;0;83;79;162
331;22;1;11;290;56;346
332;22;2;8;359;22;381
333;22;3;5;393;39;432
334;22;4;6;432;27;459
335;22;5;9;459;38;497
336;22;6;14;576;14;590
337;22;7;4;790;55;845
338;22;8;2;921;64;985
339;22;9;13;985;99;1084
340;22;10;10;1113;28;1141
341;22;11;7;1177;97;1274
342;22;12;12;1274;7;1281
343;22;13;1;1281;92;1373
344;22;14;3;1397;71;1468
345;23;0;12;44;2;46
346;23;1;5;95;3;98
347;23;2;1;98;33;131
348;23;3;7;182;74;256
349;23;4;13;335;69;404
350;23;5;4;415;58;473
351;23;6;8;473;99;572
352;23;7;11;639;79;718
353;23;8;0;897;84;981
354;23;9;10;1275;92;1367
355;23;10;6;1414;98;1512
356;23;11;14;1588;41;1629
357;23;12;9;1629;37;1666
358;23;13;2;1666;12;1678
359;23;14;3;1691;12;1703
360;24;0;5;98;46;144
361;24;1;8;156;23;179
362;24;2;3;179;48;227
363;24;3;4;240;69;309
364;24;4;13;410;71;481
365;24;5;9;504;9;513
366;24;6;12;546;94;640
367;24;7;10;871;44;915
368;24;8;1;935;1;936
369;24;9;7;936;26;962
370;24;10;0;1198;93;1291
371;24;11;11;1302;54;1356
372;24;12;2;1467;24;1491
373;24;13;6;1566;77;1643
374;24;14;14;1643;44;1687
375;25;0;0;0;83;83
376;25;1;14;174;86;260
377;25;2;3;266;6;272
378;25;3;12;281;61;342
379;25;4;6;342;39;381
380;25;5;10;1003;72;1075
381;25;6;8;1080;1;1081
382;25;7;7;1095;8;1103
383;25;8;9;1103;17;1120
384;25;9;13;1437;60;1497
385;25;10;2;1514;41;1555
386;25;11;1;1627;16;1643
387;25;12;5;1643;21;1664
388;25;13;4;1664;21;1685
389;25;14;11;1685;6;1691
390;26;0;8;0;28;28
391;26;1;4;47;59;106
392;26;2;14;112;62;174
393;26;3;7;256;97;353
394;26;4;2;628;52;680
395;26;5;13;705;58;763
396;26;6;11;766;49;815
397;26;7;12;897;83;980
398;26;8;0;981;11;992
399;26;9;5;1058;49;1107
400;26;10;6;1157;24;1181
401;26;11;3;1187;56;1243
402;26;12;9;1243;43;1286
403;26;13;10;1453;34;1487
404;26;14;1;1643;23;1666
405;27;0;12;46;75;121
406;27;1;2;131;82;213
407;27;2;0;259;75;334
408;27;3;3;334;94;428
409;27;4;5;432;67;499
410;27;5;13;583;15;598
411;27;6;14;598;23;621
412;27;7;1;656;57;713
413;27;8;11;718;4;722
414;27;9;4;739;51;790
415;27;10;8;790;23;813
416;27;11;7;845;40;885
417;27;12;9;885;63;948
418;27;13;6;1040;97;1137
419;27;14;10;1367;20;1387
420;28;0;10;0;14;14
421;28;1;3;105;33;138
422;28;2;2;287;16;303
423;28;3;13;321;14;335
424;28;4;8;335;24;359
425;28;5;6;381;1;382
426;28;6;11;519;20;539
427;28;7;9;632;96;728
428;28;8;0;798;75;873
429;28;9;1;936;36;972
430;28;10;4;1001;92;1093
431;28;11;7;1103;74;1177
432;28;12;5;1319;13;1332
433;28;13;14;1342;79;1421
434;28;14;12;1476;48;1524
435;29;0;5;62;33;95
436;29;1;10;95;89;184
437;29;2;11;201;89;290
438;29;3;4;309;49;358
439;29;4;0;358;58;416
440;29;5;2;418;32;450
441;29;6;3;450;95;545
442;29;7;9;568;64;632
443;29;8;13;671;11;682
444;29;9;8;682;13;695
445;29;10;12;695;43;738
446;29;11;7;740;98;838
447;29;12;6;838;32;870
448;29;13;14;870;56;926
449;29;14;1;972;62;1034
