# instance ta23, makespan 1580, lower bound 1518, best known 1557
# produced by open_backjump_300s run 1; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
91;4;11;14;711;78;789
92;4;12;1;789;21;810
93;4;13;17;882;10;892
94;4;14;8;904;88;992
95;4;15;9;992;23;1015
96;4;16;7;1015;92;1107
97;4;17;10;1107;34;1141
98;4;18;12;1206;88;1294
99;4;19;0;1308;48;1356
100;5;0;14;0;66;66
101;5;1;0;149;71;220
102;5;2;5;249;55;304
103;5;3;18;306;25;331
104;5;4;11;331;43;374
105;5;5;2;392;24;416
106;5;6;12;416;87;503
107;5;7;7;513;59;572
108;5;8;6;572;90;662
109;5;9;13;730;63;793
110;5;10;4;793;90;883
111;5;11;19;883;22;905
112;5;12;15;938;6;944
113;5;13;1;944;50;994
114;5;14;3;1009;9;1018
115;5;15;10;1079;18;1097
116;5;16;16;1206;19;1225
117;5;17;17;1315;52;1367
118;5;18;9;1419;83;1502
119;5;19;8;1502;66;1568
120;6;0;8;0;66;66
121;6;1;14;66;39;105
122;6;2;18;140;10;150
123;6;3;7;214;80;294
124;6;4;6;294;55;349
125;6;5;3;349;38;387
126;6;6;1;387;29;416
127;6;7;11;416;41;457
128;6;8;17;457;63;520
129;6;9;10;520;32;552
130;6;10;15;552;91;643
131;6;11;19;643;27;670
132;6;12;4;670;72;742
133;6;13;2;742;71;813
134;6;14;16;1104;61;1165
135;6;15;13;1165;35;1200
136;6;16;9;1200;17;1217
137;6;17;0;1282;26;1308
138;6;18;5;1374;42;1416
139;6;19;12;1426;64;1490
140;7;0;17;67;11;78
141;7;1;18;241;33;274
142;7;2;13;291;84;375
143;7;3;15;426;12;438
144;7;4;5;438;18;456
145;7;5;8;491;57;548
146;7;6;19;578;43;621
147;7;7;16;711;24;735
148;7;8;0;735;77;812
149;7;9;2;813;85;898
150;7;10;7;898;62;960
151;7;11;3;960;49;1009
152;7;12;1;1009;5;1014
153;7;13;9;1015;46;1061
154;7;14;11;1067;93;1160
155;7;15;14;1193;85;1278
156;7;16;6;1303;92;1395
157;7;17;10;1395;30;1425
158;7;18;4;1425;64;1489
159;7;19;12;1490;77;1567
160;8;0;11;0;38;38
161;8;1;0;39;30;69
162;8;2;9;69;31;100
163;8;3;18;115;25;140
164;8;4;1;140;90;230
165;8;5;19;234;79;313
166;8;6;16;313;3;316
167;8;7;12;316;52;368
168;8;8;6;467;87;554
169;8;9;10;568;30;598
170;8;10;7;774;87;861
171;8;11;14;877;4;881
172;8;12;15;881;57;938
173;8;13;8;992;43;1035
174;8;14;4;1035;55;1090
175;8;15;13;1264;21;1285
176;8;16;17;1285;30;1315
177;8;17;5;1348;1;1349
178;8;18;2;1349;72;1421
179;8;19;3;1421;75;1496
180;9;0;0;69;9;78
181;9;1;8;78;49;127
182;9;2;18;150;91;241
183;9;3;4;241;39;280
184;9;4;13;408;40;448
185;9;5;14;496;59;555
186;9;6;1;744;20;764
187;9;7;7;861;27;888
188;9;8;19;905;67;972
189;9;9;15;1008;22;1030
190;9;10;16;1030;2;1032
191;9;11;10;1032;47;1079
192;9;12;3;1079;91;1170
193;9;13;6;1170;11;1181
194;9;14;11;1181;70;1251
195;9;15;5;1251;97;1348
196;9;16;12;1348;78;1426
197;9;17;17;1426;69;1495
198;9;18;9;1502;17;1519
199;9;19;2;1519;40;1559
200;10;0;16;0;57;57
201;10;1;6;88;32;120
202;10;2;3;387;67;454
203;10;3;8;454;26;480
204;10;4;10;480;23;503
205;10;5;1;509;55;564
206;10;6;19;564;14;578
207;10;7;17;578;77;655
208;10;8;0;655;77;732
209;10;9;13;793;82;875
210;10;10;2;898;34;932
211;10;11;4;932;1;933
212;10;12;5;933;64;997
213;10;13;12;1017;90;1107
214;10;14;9;1126;37;1163
215;10;15;15;1296;47;1343
216;10;16;7;1369;27;1396
217;10;17;18;1396;54;1450
218;10;18;11;1450;3;1453
219;10;19;14;1453;94;1547
220;11;0;4;0;25;25
221;11;1;7;33;33;66
222;11;2;16;66;12;78
223;11;3;10;78;27;105
224;11;4;9;105;32;137
225;11;5;0;220;49;269
226;11;6;18;331;35;366
227;11;7;1;366;5;371
228;11;8;19;371;73;444
229;11;9;8;444;3;447
230;11;10;14;468;28;496
231;11;11;2;496;54;550
232;11;12;13;609;45;654
233;11;13;11;708;32;740
234;11;14;6;740;53;793
235;11;15;5;811;99;910
236;11;16;12;931;85;1016
237;11;17;15;1030;86;1116
238;11;18;3;1170;13;1183
239;11;19;17;1183;99;1282
240;12;0;12;0;64;64
241;12;1;13;64;77;141
242;12;2;2;141;82;223
243;12;3;18;274;32;306
244;12;4;9;306;75;381
245;12;5;8;381;32;413
246;12;6;0;446;68;514
247;12;7;10;552;16;568
248;12;8;7;572;63;635
249;12;9;3;635;81;716
250;12;10;15;716;31;747
251;12;11;17;824;58;882
252;12;12;6;882;73;955
253;12;13;16;963;12;975
254;12;14;14;975;25;1000
255;12;15;5;1000;64;1064
256;12;16;4;1090;98;1188
257;12;17;11;1251;72;1323
258;12;18;1;1323;47;1370
259;12;19;19;1462;84;1546
260;13;0;17;0;17;17
261;13;1;18;17;98;115
262;13;2;5;150;99;249
263;13;3;8;266;39;305
264;13;4;2;319;73;392
265;13;5;4;451;82;533
266;13;6;9;533;1;534
267;13;7;15;643;43;686
268;13;8;7;726;48;774
269;13;9;10;775;62;837
270;13;10;3;837;44;881
271;13;11;12;881;50;931
272;13;12;13;954;44;998
273;13;13;16;1032;72;1104
274;13;14;14;1104;89;1193
275;13;15;1;1193;45;1238
276;13;16;0;1238;44;1282
277;13;17;6;1282;21;1303
278;13;18;11;1323;79;1402
279;13;19;19;1402;60;1462
280;14;0;12;64;87;151
281;14;1;7;151;63;214
282;14;2;10;214;8;222
283;14;3;2;223;20;243
284;14;4;18;366;88;454
285;14;5;4;581;88;669
286;14;6;19;670;77;747
287;14;7;14;789;88;877
288;14;8;13;877;46;923
289;14;9;3;923;30;953
290;14;10;6;955;44;999
291;14;11;1;1014;42;1056
292;14;12;5;1064;84;1148
293;14;13;16;1165;41;1206
294;14;14;15;1222;74;1296
295;14;15;8;1296;52;1348
296;14;16;9;1348;25;1373
297;14;17;0;1373;87;1460
298;14;18;11;1460;43;1503
299;14;19;17;1503;77;1580
300;15;0;0;0;39;39
301;15;1;3;166;93;259
302;15;2;15;259;44;303
303;15;3;1;303;23;326
304;15;4;16;326;75;401
305;15;5;13;401;7;408
306;15;6;14;408;60;468
307;15;7;7;468;45;513
308;15;8;18;589;71;660
309;15;9;10;660;49;709
310;15;10;5;739;3;742
311;15;11;11;742;68;810
312;15;12;6;823;56;879
313;15;13;19;972;20;992
314;15;14;2;992;35;1027
315;15;15;17;1082;8;1090
316;15;16;8;1127;79;1206
317;15;17;9;1217;21;1238
318;15;18;12;1294;48;1342
319;15;19;4;1489;43;1532
320;16;0;3;259;75;334
321;16;1;15;334;92;426
322;16;2;1;426;83;509
323;16;3;4;533;48;581
324;16;4;2;581;7;588
325;16;5;11;588;99;687
326;16;6;13;687;43;730
327;16;7;17;730;94;824
328;16;8;18;824;6;830
329;16;9;14;881;34;915
330;16;10;16;915;48;963
331;16;11;0;963;60;1023
332;16;12;6;1049;33;1082
333;16;13;8;1082;16;1098
334;16;14;12;1107;34;1141
335;16;15;5;1148;99;1247
336;16;16;9;1254;83;1337
337;16;17;19;1340;11;1351
338;16;18;7;1396;80;1476
339;16;19;10;1476;43;1519
340;17;0;2;0;97;97
341;17;1;17;168;80;248
342;17;2;10;248;2;250
343;17;3;1;250;37;287
344;17;4;19;313;31;344
345;17;5;12;368;37;405
346;17;6;6;409;58;467
347;17;7;8;480;11;491
348;17;8;15;491;24;515
349;17;9;14;555;84;639
350;17;10;5;674;10;684
351;17;11;9;684;30;714
352;17;12;3;716;97;813
353;17;13;18;830;89;919
354;17;14;11;919;47;966
355;17;15;13;998;37;1035
356;17;16;0;1035;73;1108
357;17;17;4;1188;11;1199
358;17;18;16;1225;90;1315
359;17;19;7;1315;54;1369
360;18;0;11;38;1;39
361;18;1;3;69;97;166
362;18;2;19;166;68;234
363;18;3;1;234;8;242
364;18;4;15;242;7;249
365;18;5;14;249;72;321
366;18;6;8;321;38;359
367;18;7;6;359;50;409
368;18;8;4;409;42;451
369;18;9;16;494;32;526
370;18;10;0;526;54;580
371;18;11;5;580;94;674
372;18;12;13;923;31;954
373;18;13;10;954;52;1006
374;18;14;17;1006;76;1082
375;18;15;2;1082;20;1102
376;18;16;18;1102;29;1131
377;18;17;12;1141;56;1197
378;18;18;7;1197;36;1233
379;18;19;9;1238;16;1254
380;19;0;2;97;29;126
381;19;1;17;137;31;168
382;19;2;9;168;49;217
383;19;3;10;250;91;341
384;19;4;3;341;7;348
385;19;5;5;348;37;385
386;19;6;1;658;86;744
387;19;7;0;812;75;887
388;19;8;16;887;21;908
389;19;9;14;915;46;961
390;19;10;15;961;47;1008
391;19;11;12;1016;1;1017
392;19;12;11;1051;16;1067
393;19;13;8;1098;29;1127
394;19;14;18;1131;47;1178
395;19;15;4;1199;81;1280
396;19;16;13;1285;52;1337
397;19;17;19;1351;44;1395
398;19;18;6;1395;95;1490
399;19;19;7;1490;79;1569
