# instance ta44, makespan 2049, lower bound 1948, best known 1979
# produced by open_backjump_300s run 3; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
238;11;18;10;1867;99;1966
239;11;19;8;1966;83;2049
240;12;0;3;0;41;41
241;12;1;5;117;81;198
242;12;2;13;198;93;291
243;12;3;0;326;78;404
244;12;4;14;426;53;479
245;12;5;12;518;66;584
246;12;6;11;617;40;657
247;12;7;16;733;8;741
248;12;8;2;741;63;804
249;12;9;19;804;66;870
250;12;10;8;914;2;916
251;12;11;9;933;36;969
252;12;12;15;1142;24;1166
253;12;13;4;1166;61;1227
254;12;14;7;1227;75;1302
255;12;15;17;1302;27;1329
256;12;16;6;1428;71;1499
257;12;17;18;1499;23;1522
258;12;18;10;1693;18;1711
259;12;19;1;1711;60;1771
260;13;0;15;111;87;198
261;13;1;5;198;29;227
262;13;2;18;227;36;263
263;13;3;17;318;2;320
264;13;4;6;326;18;344
265;13;5;16;366;2;368
266;13;6;13;390;11;401
267;13;7;12;408;47;455
268;13;8;3;455;94;549
269;13;9;2;631;92;723
270;13;10;9;729;58;787
271;13;11;0;814;93;907
272;13;12;1;922;47;969
273;13;13;14;1058;90;1148
274;13;14;8;1234;28;1262
275;13;15;10;1303;54;1357
276;13;16;11;1357;28;1385
277;13;17;19;1403;84;1487
278;13;18;4;1529;68;1597
279;13;19;7;1620;4;1624
280;14;0;10;267;23;290
281;14;1;6;431;74;505
282;14;2;19;527;95;622
283;14;3;15;657;64;721
284;14;4;4;731;21;752
285;14;5;17;762;46;808
286;14;6;8;828;86;914
287;14;7;1;914;8;922
288;14;8;12;940;58;998
289;14;9;18;1252;64;1316
290;14;10;0;1335;99;1434
291;14;11;9;1444;29;1473
292;14;12;3;1473;47;1520
293;14;13;5;1541;64;1605
294;14;14;13;1605;6;1611
295;14;15;11;1611;25;1636
296;14;16;2;1707;63;1770
297;14;17;16;1796;59;1855
298;14;18;7;1859;96;1955
299;14;19;14;1955;19;1974
300;15;0;3;50;75;125
301;15;1;9;125;75;200
302;15;2;16;200;76;276
303;15;3;6;848;83;931
304;15;4;7;936;22;958
305;15;5;11;985;98;1083
306;15;6;14;1148;85;1233
307;15;7;8;1325;75;1400
308;15;8;18;1400;11;1411
309;15;9;12;1417;64;1481
310;15;10;5;1492;21;1513
311;15;11;17;1513;94;1607
312;15;12;19;1607;46;1653
313;15;13;10;1711;63;1774
314;15;14;2;1843;78;1921
315;15;15;1;1921;35;1956
316;15;16;0;1956;9;1965
317;15;17;15;1965;16;1981
318;15;18;13;1981;39;2020
319;15;19;4;2020;28;2048
320;16;0;13;333;57;390
321;16;1;18;390;66;456
322;16;2;5;500;46;546
323;16;3;6;987;84;1071
324;16;4;8;1071;16;1087
325;16;5;0;1087;19;1106
326;16;6;4;1106;1;1107
327;16;7;10;1115;29;1144
328;16;8;7;1149;65;1214
329;16;9;12;1227;42;1269
330;16;10;1;1310;87;1397
331;16;11;15;1454;38;1492
332;16;12;3;1520;88;1608
333;16;13;16;1646;83;1729
334;16;14;19;1736;86;1822
335;16;15;2;1822;21;1843
336;16;16;11;1843;38;1881
337;16;17;17;1881;61;1942
338;16;18;9;1942;29;1971
339;16;19;14;1974;74;2048
340;17;0;5;51;66;117
341;17;1;15;198;74;272
342;17;2;1;272;43;315
343;17;3;2;315;55;370
344;17;4;19;381;86;467
345;17;5;18;579;69;648
346;17;6;12;666;11;677
347;17;7;13;677;12;689
348;17;8;16;741;61;802
349;17;9;17;891;56;947
350;17;10;14;971;56;1027
351;17;11;9;1030;77;1107
352;17;12;0;1107;80;1187
353;17;13;11;1234;16;1250
354;17;14;10;1269;13;1282
355;17;15;3;1337;14;1351
356;17;16;8;1400;14;1414
357;17;17;4;1414;96;1510
358;17;18;6;1510;88;1598
359;17;19;7;1641;20;1661
360;18;0;8;0;52;52
361;18;1;14;54;1;55
362;18;2;6;55;82;137
363;18;3;3;137;57;194
364;18;4;11;194;18;212
365;18;5;4;212;94;306
366;18;6;12;306;44;350
367;18;7;15;437;81;518
368;18;8;1;518;25;543
369;18;9;0;599;75;674
370;18;10;17;714;29;743
371;18;11;7;743;74;817
372;18;12;5;867;10;877
373;18;13;10;997;24;1021
374;18;14;19;1021;63;1084
375;18;15;2;1084;42;1126
376;18;16;18;1126;62;1188
377;18;17;13;1290;98;1388
378;18;18;16;1729;67;1796
379;18;19;9;1817;72;1889
380;19;0;10;0;81;81
381;19;1;0;81;95;176
382;19;2;14;228;46;274
383;19;3;2;274;6;280
384;19;4;16;280;5;285
385;19;5;19;363;18;381
386;19;6;17;480;79;559
387;19;7;6;682;43;725
388;19;8;3;725;28;753
389;19;9;8;758;27;785
390;19;10;12;818;84;902
391;19;11;11;902;83;985
392;19;12;7;1050;99;1149
393;19;13;13;1206;60;1266
394;19;14;15;1266;86;1352
395;19;15;9;1423;21;1444
396;19;16;1;1448;13;1461
397;19;17;5;1513;28;1541
398;19;18;4;1709;91;1800
399;19;19;18;1800;20;1820
400;20;0;17;75;63;138
401;20;1;14;172;56;228
402;20;2;1;315;24;339
403;20;3;4;339;43;382
404;20;4;7;382;30;412
405;20;5;16;412;22;434
406;20;6;0;568;31;599
407;20;7;18;648;64;712
408;20;8;19;712;56;768
409;20;9;13;768;62;830
410;20;10;15;981;25;1006
411;20;11;8;1087;85;1172
412;20;12;2;1172;13;1185
413;20;13;11;1420;76;1496
414;20;14;10;1630;63;1693
415;20;15;6;1693;51;1744
416;20;16;3;1840;87;1927
417;20;17;12;1959;21;1980
418;20;18;9;1980;65;2045
419;20;19;5;2045;1;2046
420;21;0;14;0;54;54
421;21;1;16;54;1;55
422;21;2;17;320;71;391
423;21;3;5;391;76;467
424;21;4;4;483;23;506
425;21;5;8;506;90;596
426;21;6;10;596;19;615
427;21;7;12;677;97;774
428;21;8;3;805;84;889
429;21;9;19;895;27;922
430;21;10;2;922;70;992
431;21;11;9;992;38;1030
432;21;12;18;1050;62;1112
433;21;13;13;1112;94;1206
434;21;14;15;1219;47;1266
435;21;15;0;1434;22;1456
436;21;16;7;1498;52;1550
437;21;17;1;1550;21;1571
438;21;18;6;1678;11;1689
439;21;19;11;1689;97;1786
440;22;0;1;0;91;91
441;22;1;14;105;67;172
442;22;2;2;189;12;201
443;22;3;8;201;75;276
444;22;4;13;291;42;333
445;22;5;6;344;38;382
446;22;6;12;455;63;518
447;22;7;3;549;92;641
448;22;8;5;645;41;686
449;22;9;18;845;14;859
450;22;10;17;1004;28;1032
451;22;11;11;1083;84;1167
452;22;12;10;1230;39;1269
453;22;13;0;1273;49;1322
454;22;14;7;1322;23;1345
455;22;15;19;1345;58;1403
456;22;16;15;1445;9;1454
457;22;17;4;1510;19;1529
458;22;18;16;1629;17;1646
459;22;19;9;1658;46;1704
460;23;0;7;0;89;89
461;23;1;11;97;44;141
462;23;2;3;194;61;255
463;23;3;9;255;63;318
464;23;4;8;318;95;413
465;23;5;4;413;70;483
466;23;6;18;493;49;542
467;23;7;5;546;99;645
468;23;8;14;645;44;689
469;23;9;0;746;68;814
470;23;10;10;814;86;900
471;23;11;13;901;86;987
472;23;12;1;987;11;998
473;23;13;2;998;13;1011
474;23;14;15;1166;17;1183
475;23;15;17;1183;85;1268
476;23;16;19;1268;62;1330
477;23;17;6;1598;80;1678
478;23;18;12;1922;37;1959
479;23;19;16;1959;2;1961
480;24;0;19;0;39;39
481;24;1;6;137;42;179
482;24;2;9;200;19;219
483;24;3;16;285;81;366
484;24;4;17;589;46;635
485;24;5;8;671;87;758
486;24;6;14;771;7;778
487;24;7;11;778;58;836
488;24;8;7;836;27;863
489;24;9;10;900;97;997
490;24;10;18;997;53;1050
491;24;11;2;1050;21;1071
492;24;12;3;1389;69;1458
493;24;13;0;1531;97;1628
494;24;14;1;1628;64;1692
495;24;15;12;1770;47;1817
496;24;16;4;1817;11;1828
497;24;17;5;1828;43;1871
498;24;18;15;1871;67;1938
499;24;19;13;1938;11;1949
500;25;0;2;0;4;4
501;25;1;16;4;13;17
502;25;2;17;436;44;480
503;25;3;6;655;27;682
504;25;4;3;682;23;705
505;25;5;4;706;25;731
506;25;6;11;731;44;775
507;25;7;5;822;39;861
508;25;8;18;922;38;960
509;25;9;14;1027;31;1058
510;25;10;15;1104;38;1142
511;25;11;19;1142;95;1237
512;25;12;0;1322;13;1335
513;25;13;9;1336;19;1355
514;25;14;7;1435;29;1464
515;25;15;12;1636;37;1673
516;25;16;13;1673;44;1717
517;25;17;10;1774;77;1851
518;25;18;1;1867;24;1891
519;25;19;8;1891;39;1930
520;26;0;13;135;56;191
521;26;1;11;212;91;303
522;26;2;16;368;37;405
523;26;3;14;479;36;515
524;26;4;6;569;86;655
525;26;5;15;655;2;657
526;26;6;1;657;39;696
527;26;7;17;743;19;762
528;26;8;0;907;90;997
529;26;9;12;998;43;1041
530;26;10;5;1069;72;1141
531;26;11;3;1144;87;1231
532;26;12;2;1231;37;1268
533;26;13;4;1268;39;1307
534;26;14;7;1345;90;1435
535;26;15;8;1435;33;1468
536;26;16;10;1493;73;1566
537;26;17;9;1570;88;1658
538;26;18;18;1658;34;1692
539;26;19;19;1822;66;1888
540;27;0;10;81;56;137
541;27;1;2;137;32;169
542;27;2;6;179;48;227
543;27;3;0;227;6;233
544;27;4;19;263;9;272
545;27;5;14;274;57;331
546;27;6;7;331;21;352
547;27;7;12;352;56;408
548;27;8;18;542;37;579
549;27;9;16;593;75;668
550;27;10;5;686;40;726
551;27;11;9;787;93;880
552;27;12;15;884;97;981
553;27;13;3;981;5;986
554;27;14;11;1167;67;1234
555;27;15;13;1266;24;1290
556;27;16;1;1290;20;1310
557;27;17;17;1329;15;1344
558;27;18;4;1344;16;1360
559;27;19;8;1414;21;1435
560;28;0;15;0;31;31
561;28;1;19;39;30;69
562;28;2;11;303;88;391
563;28;3;17;391;45;436
564;28;4;18;456;37;493
565;28;5;13;568;38;606
566;28;6;4;606;3;609
567;28;7;6;1169;97;1266
568;28;8;8;1285;40;1325
569;28;9;12;1336;29;1365
570;28;10;3;1365;24;1389
571;28;11;14;1389;30;1419
572;28;12;1;1419;29;1448
573;28;13;10;1448;45;1493
574;28;14;16;1511;51;1562
575;28;15;2;1562;58;1620
576;28;16;5;1620;82;1702
577;28;17;0;1702;51;1753
578;28;18;7;1774;85;1859
579;28;19;9;1889;37;1926
580;29;0;0;0;38;38
581;29;1;18;38;77;115
582;29;2;19;115;8;123
583;29;3;6;521;48;569
584;29;4;11;571;46;617
585;29;5;4;617;89;706
586;29;6;5;726;96;822
587;29;7;13;830;50;880
588;29;8;2;880;21;901
589;29;9;12;902;38;940
590;29;10;17;947;57;1004
591;29;11;3;1004;26;1030
592;29;12;1;1030;97;1127
593;29;13;16;1129;70;1199
594;29;14;8;1262;23;1285
595;29;15;10;1285;18;1303
596;29;16;9;1303;33;1336
597;29;17;7;1464;34;1498
598;29;18;14;1498;35;1533
599;29;19;15;1533;69;1602
