# instance ta04, makespan 1175, lower bound 1175, best known 1175
# produced by baseline_quick run 1; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
113;7;8;6;839;25;864
114;7;9;1;864;53;917
115;7;10;0;917;53;970
116;7;11;10;970;56;1026
117;7;12;9;1026;29;1055
118;7;13;3;1059;83;1142
119;7;14;8;1142;32;1174
120;8;0;7;12;48;60
121;8;1;4;60;28;88
122;8;2;14;136;70;206
123;8;3;10;206;26;232
124;8;4;3;288;68;356
125;8;5;0;400;4;404
126;8;6;13;404;19;423
127;8;7;8;440;92;532
128;8;8;1;532;24;556
129;8;9;2;556;54;610
130;8;10;6;610;57;667
131;8;11;12;705;47;752
132;8;12;11;752;84;836
133;8;13;9;862;85;947
134;8;14;5;947;95;1042
135;9;0;2;0;36;36
136;9;1;12;36;34;70
137;9;2;10;70;65;135
138;9;3;3;135;64;199
139;9;4;6;199;30;229
140;9;5;5;235;41;276
141;9;6;14;291;53;344
142;9;7;9;378;74;452
143;9;8;13;507;44;551
144;9;9;4;636;13;649
145;9;10;0;723;41;764
146;9;11;11;836;6;842
147;9;12;7;842;32;874
148;9;13;8;879;94;973
149;9;14;1;1009;37;1046
150;10;0;11;274;62;336
151;10;1;9;336;9;345
152;10;2;3;356;89;445
153;10;3;7;445;37;482
154;10;4;6;482;28;510
155;10;5;4;521;23;544
156;10;6;0;554;13;567
157;10;7;2;610;60;670
158;10;8;5;670;46;716
159;10;9;1;756;94;850
160;10;10;10;884;85;969
161;10;11;8;973;72;1045
162;10;12;13;1053;18;1071
163;10;13;12;1071;79;1150
164;10;14;14;1162;11;1173
165;11;0;0;31;74;105
166;11;1;4;105;61;166
167;11;2;1;166;43;209
168;11;3;9;298;26;324
169;11;4;2;324;97;421
170;11;5;11;510;62;572
171;11;6;13;584;40;624
172;11;7;10;624;60;684
173;11;8;7;684;62;746
174;11;9;6;746;78;824
175;11;10;8;837;42;879
176;11;11;12;925;8;933
177;11;12;14;943;21;964
178;11;13;3;1009;11;1020
179;11;14;5;1042;70;1112
180;12;0;6;0;9;9
181;12;1;0;9;22;31
182;12;2;4;33;9;42
183;12;3;10;42;8;50
184;12;4;2;50;54;104
185;12;5;14;104;32;136
186;12;6;9;136;92;228
187;12;7;13;269;76;345
188;12;8;11;353;2;355
189;12;9;12;355;63;418
190;12;10;1;418;63;481
191;12;11;8;739;98;837
192;12;12;5;855;42;897
193;12;13;3;897;12;909
194;12;14;7;962;41;1003
195;13;0;5;0;67;67
196;13;1;10;135;7;142
197;13;2;13;142;91;233
198;13;3;2;233;52;285
199;13;4;7;308;87;395
200;13;5;4;395;4;399
201;13;6;8;399;1;400
202;13;7;6;400;56;456
203;13;8;9;554;82;636
204;13;9;0;636;47;683
205;13;10;12;752;35;787
206;13;11;11;842;8;850
207;13;12;1;917;92;1009
208;13;13;14;1009;39;1048
209;13;14;3;1048;11;1059
210;14;0;11;151;44;195
211;14;1;2;195;24;219
212;14;2;0;219;24;243
213;14;3;4;243;14;257
214;14;4;14;257;34;291
215;14;5;5;291;57;348
216;14;6;9;348;30;378
217;14;7;10;378;64;442
218;14;8;6;456;4;460
219;14;9;12;495;14;509
220;14;10;8;532;69;601
221;14;11;1;641;95;736
222;14;12;7;746;22;768
223;14;13;3;768;60;828
224;14;14;13;1071;61;1132
