# instance ta07, makespan 1228, lower bound 1227, best known 1227
# produced by baseline_quick run 1; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
96;6;6;6;282;18;300
97;6;7;1;593;52;645
98;6;8;3;645;47;692
99;6;9;8;692;21;713
100;6;10;13;713;49;762
101;6;11;11;801;63;864
102;6;12;2;882;96;978
103;6;13;10;1044;85;1129
104;6;14;7;1129;90;1219
105;7;0;12;0;25;25
106;7;1;1;25;82;107
107;7;2;9;107;58;165
108;7;3;14;165;15;180
109;7;4;6;180;67;247
110;7;5;10;247;50;297
111;7;6;2;297;66;363
112;7;7;7;422;92;514
113;7;8;4;517;56;573
114;7;9;11;573;82;655
115;7;10;13;655;57;712
116;7;11;5;712;16;728
117;7;12;3;865;34;899
118;7;13;8;900;99;999
119;7;14;0;1007;61;1068
120;8;0;6;0;82;82
121;8;1;5;89;31;120
122;8;2;12;120;22;142
123;8;3;4;142;16;158
124;8;4;1;405;87;492
125;8;5;14;501;48;549
126;8;6;9;563;59;622
127;8;7;0;622;63;685
128;8;8;7;685;29;714
129;8;9;8;714;99;813
130;8;10;10;825;48;873
131;8;11;13;873;36;909
132;8;12;2;978;91;1069
133;8;13;11;1108;61;1169
134;8;14;3;1169;59;1228
135;9;0;8;131;28;159
136;9;1;3;159;25;184
137;9;2;5;188;69;257
138;9;3;4;350;65;415
139;9;4;1;531;62;593
140;9;5;10;594;57;651
141;9;6;7;714;97;811
142;9;7;9;811;31;842
143;9;8;13;842;15;857
144;9;9;2;857;25;882
145;9;10;0;882;83;965
146;9;11;11;965;98;1063
147;9;12;6;1070;55;1125
148;9;13;12;1125;66;1191
149;9;14;14;1191;31;1222
150;10;0;4;0;20;20
151;10;1;2;20;99;119
152;10;2;1;187;13;200
153;10;3;0;200;88;288
154;10;4;14;288;25;313
155;10;5;10;313;75;388
156;10;6;9;473;90;563
157;10;7;6;572;84;656
158;10;8;11;731;70;801
159;10;9;12;847;41;888
160;10;10;3;989;17;1006
161;10;11;8;1006;54;1060
162;10;12;7;1060;63;1123
163;10;13;13;1123;1;1124
164;10;14;5;1124;95;1219
165;11;0;8;0;59;59
166;11;1;3;134;22;156
167;11;2;13;156;46;202
168;11;3;14;221;10;231
169;11;4;2;231;1;232
170;11;5;11;235;21;256
171;11;6;5;257;3;260
172;11;7;4;266;84;350
173;11;8;9;362;93;455
174;11;9;12;457;59;516
175;11;10;10;516;78;594
176;11;11;7;811;73;884
177;11;12;1;884;59;943
178;11;13;0;965;42;1007
179;11;14;6;1007;63;1070
180;12;0;7;0;72;72
181;12;1;1;107;80;187
182;12;2;10;187;12;199
183;12;3;4;210;56;266
184;12;4;0;288;22;310
185;12;5;8;310;8;318
186;12;6;12;318;93;411
187;12;7;6;411;27;438
188;12;8;13;484;17;501
189;12;9;2;501;38;539
190;12;10;3;539;26;565
191;12;11;9;622;51;673
192;12;12;11;688;43;731
193;12;13;14;852;80;932
194;12;14;5;989;94;1083
195;13;0;8;59;72;131
196;13;1;11;131;78;209
197;13;2;3;209;29;238
198;13;3;7;238;90;328
199;13;4;1;359;46;405
200;13;5;12;411;46;457
201;13;6;6;457;43;500
202;13;7;4;573;75;648
203;13;8;10;651;90;741
204;13;9;13;762;29;791
205;13;10;2;828;8;836
206;13;11;5;836;92;928
207;13;12;14;932;16;948
208;13;13;9;948;62;1010
209;13;14;0;1068;6;1074
210;14;0;5;0;89;89
211;14;1;13;111;44;155
212;14;2;14;180;41;221
213;14;3;6;247;32;279
214;14;4;9;352;10;362
215;14;5;11;362;85;447
216;14;6;7;593;16;609
217;14;7;2;609;23;632
218;14;8;12;756;91;847
219;14;9;8;847;46;893
220;14;10;3;899;35;934
221;14;11;4;934;17;951
222;14;12;10;951;93;1044
223;14;13;1;1044;45;1089
224;14;14;0;1089;93;1182
