# instance ta41, makespan 2086, lower bound 1906, best known 2005
# produced by open_backjump_300s run 2; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
83;4;3;13;314;26;340
84;4;4;16;371;64;435
85;4;5;11;559;70;629
86;4;6;15;655;16;671
87;4;7;12;671;48;719
88;4;8;9;822;46;868
89;4;9;4;868;37;905
90;4;10;19;905;89;994
91;4;11;17;994;83;1077
92;4;12;5;1077;71;1148
93;4;13;3;1148;72;1220
94;4;14;7;1231;45;1276
95;4;15;1;1276;73;1349
96;4;16;10;1394;97;1491
97;4;17;18;1491;12;1503
98;4;18;14;1881;57;1938
99;4;19;0;1945;62;2007
100;5;0;1;0;9;9
101;5;1;13;42;16;58
102;5;2;10;59;75;134
103;5;3;0;200;21;221
104;5;4;2;322;49;371
105;5;5;12;371;97;468
106;5;6;19;468;5;473
107;5;7;5;473;20;493
108;5;8;17;510;26;536
109;5;9;16;558;50;608
110;5;10;18;608;26;634
111;5;11;4;643;20;663
112;5;12;15;671;8;679
113;5;13;8;679;96;775
114;5;14;7;845;50;895
115;5;15;6;1061;84;1145
116;5;16;14;1260;7;1267
117;5;17;11;1364;52;1416
118;5;18;3;1416;73;1489
119;5;19;9;1489;43;1532
120;6;0;2;0;20;20
121;6;1;3;20;76;96
122;6;2;16;96;3;99
123;6;3;17;312;45;357
124;6;4;10;398;53;451
125;6;5;15;451;6;457
126;6;6;13;505;83;588
127;6;7;12;588;77;665
128;6;8;9;742;21;763
129;6;9;19;763;52;815
130;6;10;8;859;32;891
131;6;11;0;938;27;965
132;6;12;18;965;93;1058
133;6;13;11;1101;81;1182
134;6;14;14;1182;78;1260
135;6;15;1;1270;6;1276
136;6;16;5;1699;93;1792
137;6;17;7;1792;60;1852
138;6;18;4;1880;12;1892
139;6;19;6;1936;35;1971
140;7;0;12;0;41;41
141;7;1;10;339;59;398
142;7;2;17;473;37;510
143;7;3;4;554;89;643
144;7;4;3;857;87;944
145;7;5;11;966;32;998
146;7;6;2;1031;98;1129
147;7;7;19;1134;24;1158
148;7;8;8;1267;30;1297
149;7;9;9;1297;84;1381
150;7;10;13;1382;49;1431
151;7;11;14;1442;84;1526
152;7;12;7;1563;44;1607
153;7;13;18;1607;16;1623
154;7;14;15;1623;43;1666
155;7;15;6;1688;65;1753
156;7;16;16;1753;44;1797
157;7;17;1;1797;83;1880
158;7;18;5;1882;71;1953
159;7;19;0;2007;71;2078
160;8;0;10;211;46;257
161;8;1;14;404;36;440
162;8;2;3;598;60;658
163;8;3;0;658;59;717
164;8;4;7;717;53;770
165;8;5;17;770;58;828
166;8;6;19;833;8;841
167;8;7;2;998;33;1031
168;8;8;11;1031;70;1101
169;8;9;16;1186;93;1279
170;8;10;6;1434;38;1472
171;8;11;4;1495;5;1500
172;8;12;18;1503;75;1578
173;8;13;1;1624;23;1647
174;8;14;13;1647;98;1745
175;8;15;5;1792;90;1882
176;8;16;12;1882;18;1900
177;8;17;15;1946;62;2008
178;8;18;8;2008;4;2012
179;8;19;9;2012;56;2068
180;9;0;0;0;27;27
181;9;1;2;27;31;58
182;9;2;3;215;45;260
183;9;3;9;389;57;446
184;9;4;8;495;79;574
185;9;5;12;574;14;588
186;9;6;16;608;82;690
187;9;7;13;690;96;786
188;9;8;4;786;4;790
189;9;9;10;792;17;809
190;9;10;6;809;46;855
191;9;11;19;855;3;858
192;9;12;15;858;7;865
193;9;13;1;910;42;952
194;9;14;5;1015;24;1039
195;9;15;17;1194;86;1280
196;9;16;7;1358;67;1425
197;9;17;14;1529;79;1608
198;9;18;18;1623;43;1666
199;9;19;11;1666;17;1683
200;10;0;1;9;72;81
201;10;1;4;81;54;135
202;10;2;0;149;51;200
203;10;3;10;451;87;538
204;10;4;15;538;52;590
205;10;5;11;629;4;633
206;10;6;16;690;35;725
207;10;7;9;916;62;978
208;10;8;19;994;15;1009
209;10;9;13;1009;45;1054
210;10;10;14;1054;84;1138
211;10;11;8;1202;65;1267
212;10;12;6;1603;85;1688
213;10;13;17;1688;49;1737
214;10;14;18;1737;98;1835
215;10;15;12;1835;5;1840
216;10;16;2;1840;81;1921
217;10;17;7;1921;8;1929
218;10;18;3;1929;72;2001
219;10;19;5;2019;33;2052
220;11;0;6;0;31;31
221;11;1;5;59;86;145
222;11;2;9;194;46;240
223;11;3;10;257;3;260
224;11;4;0;261;63;324
225;11;5;2;564;58;622
226;11;6;3;660;81;741
227;11;7;12;741;7;748
228;11;8;11;748;54;802
229;11;9;7;806;39;845
230;11;10;13;845;46;891
231;11;11;8;891;92;983
232;11;12;19;1224;96;1320
233;11;13;14;1335;57;1392
234;11;14;16;1406;40;1446
235;11;15;4;1446;49;1495
236;11;16;17;1495;57;1552
237;11;17;1;1647;86;1733
238;11;18;18;1835;20;1855
239;11;19;15;1855;91;1946
240;12;0;13;58;35;93
241;12;1;19;95;5;100
242;12;2;11;323;43;366
243;12;3;5;366;84;450
244;12;4;2;487;77;564
245;12;5;15;590;20;610
246;12;6;14;611;84;695
247;12;7;4;695;70;765
248;12;8;3;778;79;857
249;12;9;6;857;52;909
250;12;10;10;973;92;1065
251;12;11;1;1066;34;1100
252;12;12;12;1286;39;1325
253;12;13;18;1344;30;1374
254;12;14;9;1381;65;1446
255;12;15;7;1469;11;1480
256;12;16;16;1559;88;1647
257;12;17;17;1647;32;1679
258;12;18;8;1699;80;1779
259;12;19;0;1779;2;1781
260;13;0;10;0;59;59
261;13;1;3;96;36;132
262;13;2;4;135;72;207
263;13;3;9;240;46;286
264;13;4;17;357;48;405
265;13;5;8;423;72;495
266;13;6;0;507;76;583
267;13;7;19;583;48;631
268;13;8;2;717;69;786
269;13;9;11;822;62;884
270;13;10;12;923;30;953
271;13;11;1;953;48;1001
272;13;12;18;1058;7;1065
273;13;13;15;1065;89;1154
274;13;14;5;1154;37;1191
275;13;15;16;1279;49;1328
276;13;16;6;1753;30;1783
277;13;17;14;1829;52;1881
278;13;18;13;1918;1;1919
279;13;19;7;1929;56;1985
280;14;0;4;33;18;51
281;14;1;14;130;35;165
282;14;2;8;225;61;286
283;14;3;15;286;23;309
284;14;4;11;443;46;489
285;14;5;9;535;12;547
286;14;6;10;547;38;585
287;14;7;1;612;59;671
288;14;8;17;671;50;721
289;14;9;16;725;75;800
290;14;10;5;810;60;870
291;14;11;18;870;57;927
292;14;12;6;998;63;1061
293;14;13;13;1061;89;1150
294;14;14;19;1320;71;1391
295;14;15;12;1416;52;1468
296;14;16;7;1480;83;1563
297;14;17;3;1633;86;1719
298;14;18;2;1719;81;1800
299;14;19;0;1847;98;1945
300;15;0;4;0;33;33
301;15;1;9;64;14;78
302;15;2;18;78;19;97
303;15;3;19;100;84;184
304;15;4;3;345;69;414
305;15;5;17;414;59;473
306;15;6;15;473;2;475
307;15;7;16;475;83;558
308;15;8;5;558;12;570
309;15;9;8;574;21;595
310;15;10;11;669;73;742
311;15;11;14;768;83;851
312;15;12;0;851;26;877
313;15;13;2;904;94;998
314;15;14;1;1001;65;1066
315;15;15;12;1104;98;1202
316;15;16;6;1800;83;1883
317;15;17;10;1883;45;1928
318;15;18;13;1956;40;1996
319;15;19;7;1996;89;2085
320;16;0;17;73;63;136
321;16;1;10;139;72;211
322;16;2;13;234;80;314
323;16;3;19;314;2;316
324;16;4;0;324;94;418
325;16;5;12;468;11;479
326;16;6;14;479;25;504
327;16;7;18;569;10;579
328;16;8;2;627;90;717
329;16;9;5;717;73;790
330;16;10;11;802;20;822
331;16;11;16;885;92;977
332;16;12;7;977;11;988
333;16;13;4;988;85;1073
334;16;14;8;1088;63;1151
335;16;15;1;1173;97;1270
336;16;16;15;1270;38;1308
337;16;17;6;1472;13;1485
338;16;18;9;1532;42;1574
339;16;19;3;1574;59;1633
340;17;0;19;0;95;95
341;17;1;13;95;4;99
342;17;2;9;99;95;194
343;17;3;3;209;6;215
344;17;4;6;215;67;282
345;17;5;17;282;30;312
346;17;6;7;312;88;400
347;17;7;16;435;26;461
348;17;8;5;493;57;550
349;17;9;14;550;61;611
350;17;10;15;611;9;620
351;17;11;18;634;35;669
352;17;12;0;717;23;740
353;17;13;2;786;47;833
354;17;14;1;864;46;910
355;17;15;12;953;96;1049
356;17;16;8;1069;19;1088
357;17;17;11;1182;54;1236
358;17;18;10;1236;75;1311
359;17;19;4;1311;11;1322
360;18;0;9;0;64;64
361;18;1;11;85;79;164
362;18;2;17;192;87;279
363;18;3;13;414;91;505
364;18;4;3;658;2;660
365;18;5;1;671;61;732
366;18;6;10;761;31;792
367;18;7;16;800;85;885
368;18;8;0;885;53;938
369;18;9;5;938;77;1015
370;18;10;7;1061;25;1086
371;18;11;6;1145;94;1239
372;18;12;4;1239;43;1282
373;18;13;2;1350;13;1363
374;18;14;18;1374;40;1414
375;18;15;15;1417;59;1476
376;18;16;14;1526;3;1529
377;18;17;19;1529;80;1609
378;18;18;8;1674;7;1681
379;18;19;12;1710;98;1808
380;19;0;17;136;56;192
381;19;1;8;286;12;298
382;19;2;13;340;74;414
383;19;3;7;414;42;456
384;19;4;4;456;98;554
385;19;5;0;583;75;658
386;19;6;6;658;18;676
387;19;7;9;1034;98;1132
388;19;8;16;1166;20;1186
389;19;9;18;1191;72;1263
390;19;10;11;1263;34;1297
391;19;11;5;1297;74;1371
392;19;12;10;1491;10;1501
393;19;13;12;1509;98;1607
394;19;14;2;1607;12;1619
395;19;15;19;1619;95;1714
396;19;16;15;1727;33;1760
397;19;17;14;1760;69;1829
398;19;18;3;1829;93;1922
399;19;19;1;1922;81;2003
400;20;0;17;0;73;73
401;20;1;2;118;38;156
402;20;2;7;156;25;181
403;20;3;16;181;92;273
404;20;4;6;282;38;320
405;20;5;12;832;91;923
406;20;6;14;923;95;1018
407;20;7;9;1205;2;1207
408;20;8;3;1220;79;1299
409;20;9;18;1303;41;1344
410;20;10;0;1344;3;1347
411;20;11;4;1347;99;1446
412;20;12;5;1552;83;1635
413;20;13;8;1681;18;1699
414;20;14;1;1784;12;1796
415;20;15;19;1820;71;1891
416;20;16;10;1928;4;1932
417;20;17;11;1932;66;1998
418;20;18;15;2008;20;2028
419;20;19;13;2028;53;2081
420;21;0;0;27;61;88
421;21;1;7;88;24;112
422;21;2;16;112;24;136
423;21;3;12;136;22;158
424;21;4;3;260;85;345
425;21;5;6;416;56;472
426;21;6;19;473;98;571
427;21;7;2;622;5;627
428;21;8;10;662;29;691
429;21;9;9;1132;73;1205
430;21;10;18;1263;27;1290
431;21;11;8;1297;99;1396
432;21;12;13;1431;4;1435
433;21;13;5;1453;99;1552
434;21;14;11;1552;63;1615
435;21;15;4;1615;25;1640
436;21;16;15;1666;61;1727
437;21;17;1;1733;51;1784
438;21;18;17;1784;84;1868
439;21;19;14;2009;30;2039
440;22;0;10;134;5;139
441;22;1;18;141;17;158
442;22;2;4;207;40;247
443;22;3;5;247;88;335
444;22;4;12;335;30;365
445;22;5;6;365;3;368
446;22;6;9;446;1;447
447;22;7;1;447;96;543
448;22;8;11;550;9;559
449;22;9;13;588;94;682
450;22;10;8;775;69;844
451;22;11;7;895;72;967
452;22;12;17;1077;90;1167
453;22;13;0;1205;14;1219
454;22;14;2;1235;41;1276
455;22;15;14;1392;50;1442
456;22;16;19;1442;69;1511
457;22;17;15;1558;38;1596
458;22;18;16;1726;12;1738
459;22;19;3;1738;1;1739
460;23;0;14;75;55;130
461;23;1;0;130;19;149
462;23;2;5;149;61;210
463;23;3;11;489;61;550
464;23;4;9;550;97;647
465;23;5;19;647;76;723
466;23;6;10;723;38;761
467;23;7;15;761;69;830
468;23;8;2;880;24;904
469;23;9;3;944;62;1006
470;23;10;4;1073;24;1097
471;23;11;18;1097;94;1191
472;23;12;17;1191;3;1194
473;23;13;13;1194;5;1199
474;23;14;12;1202;84;1286
475;23;15;7;1315;43;1358
476;23;16;6;1361;73;1434
477;23;17;1;1434;76;1510
478;23;18;16;1512;47;1559
479;23;19;8;1779;91;1870
480;24;0;11;0;85;85
481;24;1;6;85;98;183
482;24;2;18;183;68;251
483;24;3;14;251;57;308
484;24;4;16;308;63;371
485;24;5;0;418;58;476
486;24;6;17;536;74;610
487;24;7;10;610;52;662
488;24;8;9;763;59;822
489;24;9;2;833;47;880
490;24;10;7;988;73;1061
491;24;11;4;1097;79;1176
492;24;12;19;1176;48;1224
493;24;13;5;1254;38;1292
494;24;14;8;1396;88;1484
495;24;15;1;1510;85;1595
496;24;16;12;1607;4;1611
497;24;17;15;1760;44;1804
498;24;18;13;1919;37;1956
499;24;19;3;2001;75;2076
500;25;0;18;97;44;141
501;25;1;13;202;32;234
502;25;2;10;260;38;298
503;25;3;12;479;93;572
504;25;4;1;572;40;612
505;25;5;9;978;56;1034
506;25;6;0;1034;80;1114
507;25;7;7;1114;90;1204
508;25;8;2;1276;74;1350
509;25;9;5;1371;82;1453
510;25;10;16;1453;59;1512
511;25;11;6;1512;91;1603
512;25;12;17;1603;40;1643
513;25;13;8;1648;26;1674
514;25;14;14;1674;74;1748
515;25;15;3;1748;7;1755
516;25;16;4;1755;49;1804
517;25;17;11;1804;88;1892
518;25;18;19;1919;60;1979
519;25;19;15;2028;35;2063
520;26;0;14;0;75;75
521;26;1;2;249;73;322
522;26;2;19;322;13;335
523;26;3;10;335;4;339
524;26;4;11;366;77;443
525;26;5;16;461;5;466
526;26;6;9;478;57;535
527;26;7;7;600;98;698
528;26;8;15;698;60;758
529;26;9;1;765;99;864
530;26;10;5;900;12;912
531;26;11;13;912;14;926
532;26;12;4;926;25;951
533;26;13;8;983;86;1069
534;26;14;18;1069;13;1082
535;26;15;0;1219;93;1312
536;26;16;3;1312;41;1353
537;26;17;12;1508;1;1509
538;26;18;6;1883;53;1936
539;26;19;17;1936;54;1990
540;27;0;0;88;33;121
541;27;1;18;251;75;326
542;27;2;8;326;97;423
543;27;3;9;447;31;478
544;27;4;12;748;84;832
545;27;5;17;832;49;881
546;27;6;16;977;51;1028
547;27;7;19;1104;30;1134
548;27;8;15;1154;62;1216
549;27;9;11;1297;67;1364
550;27;10;2;1364;84;1448
551;27;11;13;1448;45;1493
552;27;12;3;1493;48;1541
553;27;13;10;1541;62;1603
554;27;14;5;1635;64;1699
555;27;15;7;1699;87;1786
556;27;16;6;1786;14;1800
557;27;17;4;1804;76;1880
558;27;18;1;1880;42;1922
559;27;19;14;1938;71;2009
560;28;0;18;0;74;74
561;28;1;11;164;98;262
562;28;2;9;286;11;297
563;28;3;14;308;96;404
564;28;4;4;404;39;443
565;28;5;0;476;31;507
566;28;6;16;1028;54;1082
567;28;7;3;1096;49;1145
568;28;8;8;1151;51;1202
569;28;9;6;1321;40;1361
570;28;10;13;1361;21;1382
571;28;11;15;1382;19;1401
572;28;12;7;1425;44;1469
573;28;13;2;1469;76;1545
574;28;14;10;1603;64;1667
575;28;15;12;1667;43;1710
576;28;16;19;1714;9;1723
577;28;17;17;1737;30;1767
578;28;18;5;1953;66;2019
579;28;19;1;2069;17;2086
580;29;0;16;0;31;31
581;29;1;3;132;77;209
582;29;2;9;297;92;389
583;29;3;6;389;27;416
584;29;4;2;416;71;487
585;29;5;18;487;82;569
586;29;6;11;633;36;669
587;29;7;1;732;33;765
588;29;8;4;790;48;838
589;29;9;0;1114;91;1205
590;29;10;5;1205;49;1254
591;29;11;7;1276;39;1315
592;29;12;12;1325;91;1416
593;29;13;15;1476;47;1523
594;29;14;8;1574;74;1648
595;29;15;14;1648;17;1665
596;29;16;13;1745;62;1807
597;29;17;19;1891;28;1919
598;29;18;10;1932;91;2023
599;29;19;17;2023;58;2081
