# instance ta02, makespan 1244, lower bound 1244, best known 1244
# produced by conf_bj_j3_b5_60s run 7; recheck with verify_certificate.py
task;job;operation;machine;start;duration;completion
140;9;5;1;316;3;319
141;9;6;0;465;6;471
142;9;7;13;651;98;749
143;9;8;11;772;63;835
144;9;9;4;835;64;899
145;9;10;5;899;76;975
146;9;11;8;975;94;1069
147;9;12;7;1069;17;1086
148;9;13;12;1086;62;1148
149;9;14;9;1202;37;1239
150;10;0;11;0;35;35
151;10;1;14;40;42;82
152;10;2;13;82;62;144
153;10;3;5;144;68;212
154;10;4;4;218;73;291
155;10;5;9;317;27;344
156;10;6;1;344;52;396
157;10;7;6;445;39;484
158;10;8;12;484;41;525
159;10;9;0;525;25;550
160;10;10;2;684;9;693
161;10;11;8;698;34;732
162;10;12;10;732;50;782
163;10;13;3;825;41;866
164;10;14;7;1086;98;1184
165;11;0;12;60;23;83
166;11;1;3;83;32;115
167;11;2;10;248;35;283
168;11;3;8;283;10;293
169;11;4;4;301;29;330
170;11;5;7;373;68;441
171;11;6;13;624;20;644
172;11;7;11;644;8;652
173;11;8;14;678;58;736
174;11;9;1;736;62;798
175;11;10;2;831;39;870
176;11;11;0;870;32;902
177;11;12;5;975;8;983
178;11;13;6;983;33;1016
179;11;14;9;1016;91;1107
180;12;0;8;0;28;28
181;12;1;13;28;31;59
182;12;2;5;112;3;115
183;12;3;0;164;28;192
184;12;4;11;192;66;258
185;12;5;9;258;59;317
186;12;6;4;330;24;354
187;12;7;12;354;45;399
188;12;8;1;424;81;505
189;12;9;10;508;8;516
190;12;10;6;597;44;641
191;12;11;2;789;42;831
192;12;12;7;836;2;838
193;12;13;14;838;23;861
194;12;14;3;934;53;987
195;13;0;2;5;11;16
196;13;1;5;212;93;305
197;13;2;4;354;27;381
198;13;3;3;393;59;452
199;13;4;9;452;62;514
200;13;5;1;529;23;552
201;13;6;11;552;23;575
202;13;7;13;644;7;651
203;13;8;7;674;77;751
204;13;9;6;764;64;828
205;13;10;10;828;60;888
206;13;11;14;888;97;985
207;13;12;0;985;36;1021
208;13;13;8;1069;53;1122
209;13;14;12;1172;72;1244
210;14;0;1;0;36;36
211;14;1;10;68;98;166
212;14;2;4;180;38;218
213;14;3;2;218;24;242
214;14;4;0;242;84;326
215;14;5;7;326;47;373
216;14;6;6;373;72;445
217;14;7;9;448;1;449
218;14;8;11;449;91;540
219;14;9;12;540;85;625
220;14;10;5;656;68;724
221;14;11;14;736;42;778
222;14;12;3;805;20;825
223;14;13;13;825;30;855
224;14;14;8;906;30;936
