221	247	173	36	2031	145
222	247	174	39	2031	149
223	247	175	37	2031	152
224	247	174	45	2031	155
225	247	172	39	2031	162
226	247	173	38	2031	164
227	247	177	42	2031	162
228	247	178	40	2031	162
229	247	183	50	2031	159
230	247	184	50	2031	160
231	247	187	52	2031	158
232	247	187	50	2031	162
233	247	194	54	2031	157
234	247	194	54	2031	159
235	247	198	54	2031	155
236	247	197	54	2031	161
237	247	197	48	2031	162
238	247	197	49	2031	168
239	247	197	44	2031	171
240	247	203	46	2031	168
241	247	206	50	2031	166
242	247	210	50	2031	163
243	247	211	49	2031	161
244	247	211	51	2031	161
245	247	210	55	2031	161
246	247	212	53	2031	159
247	247	212	51	2031	159
248	247	214	54	2031	158
249	247	212	48	2031	161
250	247	214	52	2031	159
251	247	214	52	2031	161
252	247	216	50	2031	160
253	247	215	57	2031	158
254	247	213	51	2031	161
255	247	216	52	2031	163
256	247	217	53	2031	163
257	247	217	49	2031	160
258	247	215	46	2031	166
259	247	218	50	2031	167
260	247	222	54	2031	164
261	247	223	50	2031	168
262	247	222	50	2031	174
263	247	219	44	2031	177
264	247	222	45	2031	178
265	247	220	41	2031	180
266	247	219	39	2031	181
267	247	220	42	2031	178
268	247	221	41	2031	179
269	247	223	42	2031	179
270	247	221	38	2031	180
271	247	220	43	2031	178
272	247	219	41	2031	178
273	247	223	46	2031	174
274	247	224	50	2031	172
275	247	226	46	2031	171
276	247	225	47	2031	172
277	247	224	46	2031	175
278	247	222	44	2031	180
279	247	223	45	2031	179
280	247	224	43	2031	179
281	247	225	40	2031	183
282	247	226	44	2031	180
283	247	224	40	2031	183
284	247	224	42	2031	181
285	247	221	44	2031	184
286	247	222	48	2031	184
287	247	224	51	2031	181
288	247	224	50	2031	180
289	247	225	47	2031	181
290	247	226	57	2031	172
291	247	226	52	2031	172
292	247	222	46	2031	177
293	247	221	53	2031	174
